Unnamed: 0,ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio
11380,002176,20190426.0,20190331,天津远方资产管理有限公司-扬州远方产业扶持基金合伙企业(有限合伙),35571520.0,2.08
11382,002237,20190628.0,20190626,江西铜业股份有限公司,273028960.0,29.99
11383,002237,20190628.0,20190626,烟台恒邦集团有限公司,104950006.0,11.53
11384,002237,20190426.0,20190331,烟台恒邦集团有限公司,326603966.0,35.87
11386,002237,20190426.0,20190331,香港中央结算有限公司(陆股通),7972720.0,0.88
11388,002237,20190426.0,20190331,中航鑫港担保有限公司,12745000.0,1.4
11390,002237,20190426.0,20190331,中央汇金资产管理有限责任公司,20028300.0,2.2
11391,300069,20190731.0,20190711,上海玫颐企业管理咨询合伙企业(有限合伙),10000048.0,8.55
11393,300069,20190731.0,20190711,珠海安赐成长股权投资基金企业(有限合伙),16746300.0,14.31
11400,300069,20190426.0,20190331,上海玫颐企业管理咨询合伙企业(有限合伙),10000048.0,8.55
11401,300067,20190426.0,20190331,鹏华资产-浦发银行-粤财信托-粤财信托-菁英163期单一资金信托计划,28353952.0,3.94
11404,300067,20190426.0,20190331,华信期货-云南国际信托有限公司-云信智信3号单一资金信托,15092096.0,2.1
11407,300067,20190426.0,20190331,鹏华资产-招商银行-华润深国投信托-华润信托·景睿13号单一资金信托,26109572.0,3.63
11408,300067,20190426.0,20190331,中央汇金资产管理有限责任公司,4828560.0,0.67
11411,002435,20190425.0,20190331,北京杨树创业投资中心(有限合伙),52863586.0,6.42
11413,002435,20190425.0,20190331,深圳市平银能矿投资管理有限公司,12586567.0,1.53
11414,002435,20190425.0,20190331,杨树恒康张家港保税区医药产业股权投资企业(有限合伙),53673345.0,6.51
11415,002435,20190425.0,20190331,华安资产管理(香港)有限公司-客户资金专户1号(交易所),30965391.0,3.76
11416,002435,20190425.0,20190331,深圳市平银新动力投资管理有限公司,12586567.0,1.53
11417,002435,20190425.0,20190331,中山松德张家港保税区医药产业股权投资企业(有限合伙),96045198.0,11.66
11418,002435,20190425.0,20190331,长江润发张家港保税区医药产业股权投资企业(有限合伙),20643593.0,2.51
11420,002435,20190425.0,20190331,长江润发集团有限公司,313778243.0,38.08
11421,002272,20190423.0,20190331,云南国际信托有限公司-川润股份第一期员工持股计划集合资金信托计划,12972758.0,3.01
11423,002272,20190423.0,20190331,芜湖长元股权投资基金(有限合伙),7716865.0,1.79
11432,002171,20190619.0,20190621,国家军民融合产业投资基金有限责任公司,91240875.0,6.84
11433,002171,20190619.0,20190621,安徽楚江投资集团有限公司,431739560.0,32.37
11434,002171,20190619.0,20190610,安徽楚江投资集团有限公司,431739560.0,36.06
11435,002171,20190619.0,20190610,新疆顶立汇智股权投资合伙企业(有限合伙),28635294.0,2.39
11436,002171,20190619.0,20190610,鹏华资产-招商银行-华润深国投信托-华润信托·皓熙定增1号集合资金信托计划,15714488.0,1.38
11438,002171,20190619.0,20190610,安徽楚江科技新材料股份有限公司-第1期员工持股计划,23255812.0,1.94
11439,002171,20190619.0,20190610,安徽楚江科技新材料股份有限公司-第三期员工持股计划,21115800.0,1.76
11440,002171,20190619.0,20190610,兴业国际信托有限公司-兴业信托-楚江1号集合资金信托计划,27136944.0,2.27
11441,002230,20190717.0,20190718,中国移动通信有限公司,268797799.0,12.22
11443,002230,20190717.0,20190620,中国移动通信有限公司,268797799.0,12.85
11444,002230,20190717.0,20190620,中科大资产经营有限责任公司,83497837.0,3.99
11448,002230,20190717.0,20190620,香港中央结算有限公司(陆股通),47899045.0,2.29
11451,002295,20190423.0,20190331,芜湖长元股权投资基金(有限合伙),2683939.0,1.07
