name,gender,age,code,jobs
杜玉岱,男,58,601058,董事长/董事
延万华,男,45,601058,副董事长/董事
宋军,男,48,601058,董事
周天明,男,50,601058,董事
王建业,男,47,601058,董事
张必书,男,49,601058,董事
丁乃秀,女,43,601058,独立董事
谢岭,男,47,601058,独立董事
刘树国,男,39,601058,独立董事
程仁策,男,55,600219,董事长/董事
宋昌明,男,38,600219,董事
吕正风,男,53,600219,董事
刘强,男,50,600219,董事
刘春雷,男,41,600219,董事
宋建波,男,48,600219,董事
刘嘉厚,男,64,600219,独立董事
张焕平,男,60,600219,独立董事
黄利群,女,52,600219,独立董事
朱红玉,女,57,300345,董事长/董事
朱明楚,男,-1,300345,董事
罗德福,男,53,300345,董事
曾江洪,男,50,300345,独立董事
陈爱文,男,55,300345,独立董事
熊政平,男,55,300345,独立董事
汲广林,男,44,600649,董事长/董事
陈帅,男,44,600649,副董事长/董事
金建敏,男,59,600649,董事
苏凯,男,41,600649,董事
孙昌宇,男,48,600649,董事
全卓伟,女,46,600649,董事
盛雷鸣,男,48,600649,独立董事
薛涛,男,45,600649,独立董事
严杰,男,53,600649,独立董事
雷菊芳,女,65,002287,董事长/董事
刘凯列,男,54,002287,董事
索朗欧珠,男,53,002287,董事
骆燮龙,男,66,002287,董事
杜守颖,女,58,002287,独立董事
李春瑜,男,45,002287,独立董事
吴清功,男,53,002287,独立董事
李成刚,男,55,002268,董事长/董事
许晓平,男,52,002268,副董事长/董事
雷利民,男,54,002268,董事
卿昱,女,48,002268,董事
黄南平,男,54,002268,董事
王虎,男,34,002268,董事
曹德骏,男,65,002268,独立董事
沈逸,男,42,002268,独立董事
周玮,男,38,002268,独立董事
艾立华,男,60,603989,董事长/董事
王安安,女,52,603989,董事
殷宝华,男,49,603989,董事
艾立宇,男,56,603989,董事
古群,女,54,603989,独立董事
熊翔,男,55,603989,独立董事
徐莉萍,女,52,603989,独立董事
何宇飞,男,51,300200,董事长/董事
王子平,男,49,300200,副董事长/董事
熊海涛,女,54,300200,董事
张洋,男,50,300200,董事
杨栩,男,50,300200,独立董事
龙成凤,女,48,300200,独立董事
黄书敏,男,51,300200,独立董事
陈永洪,男,52,002638,董事长/董事
贾茜,女,35,002638,董事
邓军鸿,男,36,002638,董事
陈文星,男,54,002638,董事
黄锦波,男,51,002638,董事
仲长昊,男,37,002638,董事
王治强,男,54,002638,独立董事
鞠新华,男,68,002638,独立董事
钱可元,男,61,002638,独立董事
江波,男,45,000605,董事长/董事
刘瑞深,男,56,000605,副董事长/董事
徐宝平,男,53,000605,董事
陶蕾,女,43,000605,董事
周艺,女,36,000605,董事
邢立斌,男,39,000605,董事
韩晓萍,女,57,000605,独立董事
郭家利,男,60,000605,独立董事
朱虹,男,56,000605,独立董事
邓颖忠,男,67,002511,董事长/董事
邓冠彪,男,40,002511,副董事长/董事
周启超,男,38,002511,董事
邓冠杰,男,34,002511,董事
刘金锋,男,42,002511,董事
曾怿,女,42,002511,董事
黄洪燕,男,48,002511,独立董事
何海地,男,50,002511,独立董事
葛光锐,女,51,002511,独立董事
王九全,男,66,300083,名誉董事长
夏军,男,43,300083,董事长/董事
王建,男,46,300083,副董事长/董事
何海江,男,40,300083,董事
吴春庚,男,45,300083,独立董事
郑毅,女,57,300083,独立董事
郑术建,男,52,600425,董事长/董事
宁沉浮,男,42,600425,董事
李云新,男,48,600425,董事
何云,男,51,600425,独立董事
边新俊,男,54,600425,独立董事
张磊,男,51,600425,独立董事
高鹏,男,37,600425,职工董事
柳志成,男,65,300129,名誉董事长/董事
张福林,男,53,300129,董事长/董事
黄京明,男,62,300129,副董事长/董事
邹涛,男,41,300129,董事
张锦楠,男,66,300129,董事
夏权光,男,64,300129,董事
窦建荣,男,50,300129,董事
程泓宁,男,26,300129,董事
金之俭,男,53,300129,独立董事
葛其泉,男,49,300129,独立董事
李苒洲,男,43,300129,独立董事
温从军,男,35,300129,独立董事
祁和生,男,57,300129,独立董事
陈文才,男,52,002141,董事长/董事
卢敏,男,38,002141,董事
张斌,男,44,002141,董事
张敏,男,41,002141,独立董事
张江峰,男,48,002141,独立董事
宋晓玲,女,48,600075,董事长/董事
张立,男,44,600075,董事
周军,男,48,600075,董事
操斌,男,48,600075,董事
石斌,男,52,600075,董事
黄东,男,46,600075,董事
全泽,男,47,600075,独立董事
张鑫,男,39,600075,独立董事
王东盛,男,38,600075,独立董事
刘勤强,男,58,600976,董事长/董事
徐胜,男,43,600976,董事
何勤,男,58,600976,董事
裴蓉,女,47,600976,董事
汪思洋,男,31,600976,董事
刘小斌,男,48,600976,董事
辛金国,男,56,600976,独立董事
杨世林,男,65,600976,独立董事
果德安,男,56,600976,独立董事
张越,男,45,000890,董事长/董事
张文栋,男,45,000890,董事
陈斌雷,男,34,000890,董事
赵军,男,50,000890,董事
周玲,女,39,000890,董事
王建明,男,41,000890,董事
张韵,女,32,000890,董事
黄芳,女,43,000890,董事
钟节平,男,41,000890,独立董事
程龙生,男,54,000890,独立董事
周辉,男,51,000890,独立董事
李明辉,男,44,000890,独立董事
霍达,男,50,600999,董事长/执行董事
王岩,男,52,600999,执行董事
熊剑涛,男,49,600999,执行董事
彭磊,女,45,600999,非执行董事
黄坚,男,48,600999,非执行董事
熊贤良,男,50,600999,非执行董事
苏敏,女,50,600999,非执行董事
王大雄,男,57,600999,非执行董事
粟健,男,46,600999,非执行董事
陈志刚,男,46,600999,非执行董事
向华,男,47,600999,独立非执行董事
肖厚发,男,50,600999,独立非执行董事
熊伟,男,42,600999,独立非执行董事
胡鸿高,男,63,600999,独立非执行董事
汪棣,男,59,600999,独立非执行董事
徐子瑛,女,49,600833,董事长/董事
孙伟,男,48,600833,副董事长/董事
史小龙,男,41,600833,董事
周晶波,男,35,600833,董事
赵陈斌,男,36,600833,董事
朱洪超,男,59,600833,独立董事
江宪,男,63,600833,独立董事
刘涛,女,52,600833,独立董事
胡宇,男,46,600560,董事长/董事
杨光浩,男,46,600560,董事
吴子利,男,53,600560,董事
李江,男,53,600560,董事
郝晓东,男,38,600560,董事
高达,男,54,600560,董事
王清峰,男,43,600560,独立董事
孙建科,男,56,600560,独立董事
耿芙蓉,女,40,600560,独立董事
陈焕雄,男,42,002454,董事长/董事
纪安康,男,45,002454,副董事长/董事
陈楚辉,男,38,002454,董事
杨国平,男,62,002454,董事
陈智颖,男,25,002454,董事
阎广兴,男,51,002454,董事
凌玉章,男,73,002454,独立董事
刘榕,男,69,002454,独立董事
徐士英,女,70,002454,独立董事
徐立华,男,55,600130,董事长/董事
刘方明,男,53,600130,董事
戴茂余,男,54,600130,董事
王海霖,,-1,600130,董事
胡左浩,男,54,600130,独立董事
刘舟宏,男,57,600130,独立董事
张恒顺,男,55,600130,独立董事
王宏,男,56,000039,董事长/非执行董事
王宇航,男,57,000039,副董事长/非执行董事
麦伯良,男,59,000039,执行董事
刘冲,男,48,000039,非执行董事
胡贤甫,男,49,000039,非执行董事
潘承伟,男,72,000039,独立非执行董事
王桂埙,男,67,000039,独立非执行董事
潘正启,男,65,000039,独立非执行董事
张松山,男,57,002004,董事长/董事
彭云辉,女,54,002004,董事
王榕,男,46,002004,董事
王加荣,男,54,002004,董事
于俊田,男,66,002004,董事
梁爽,女,43,002004,独立董事
武文生,男,51,002004,独立董事
郝颖,男,42,002004,独立董事
刘建荣,男,44,000717,董事长/董事
张永生,男,52,000717,董事
刘二,男,49,000717,董事
卢学云,男,53,000717,董事
赖晓敏,男,46,000717,董事
王少杰,男,56,000717,董事
严鸽群,男,47,000717,董事
游达明,男,55,000717,独立董事
林睦翔,男,51,000717,独立董事
莫玲,女,43,000717,独立董事
冯育升,男,62,000717,独立董事
张庆文,男,48,300312,董事长/董事
戴芙蓉,女,45,300312,副董事长/董事
郑志伟,男,49,300312,董事
张丽红,女,49,300312,董事
夏志宏,男,56,300312,独立董事
陈长源,男,56,300312,独立董事
罗建钢,男,56,300312,独立董事
徐永模,男,62,900933,董事长/董事
李叶青,男,54,900933,董事
刘凤山,男,53,900933,董事
Ian Riley,男,60,900933,董事
Roland Koehler,男,65,900933,董事
Geraldine Picaud,女,48,900933,董事
刘艳,女,45,900933,独立董事
王立彦,男,61,900933,独立董事
Simon Mackinnon,男,57,900933,独立董事
高俊芳,女,64,002680,董事长/董事
张洺豪,男,37,002680,副董事长/董事
赵春志,男,34,002680,董事
张晶,女,53,002680,董事
王祥明,男,46,002680,董事
刘良文,男,65,002680,董事
马东光,男,62,002680,独立董事
徐泓,女,64,002680,独立董事
沈义,男,45,002680,独立董事
倪永培,男,66,603198,董事长/董事
杨照兵,男,42,603198,董事
叶玉琼,男,52,603198,董事
张丹丹,女,36,603198,董事
秦海,男,50,603198,董事
潘剑,男,45,603198,董事
於恒强,男,54,603198,独立董事
许立新,男,52,603198,独立董事
宋书玉,男,56,603198,独立董事
唐炳泉,男,67,002395,董事长/董事
罗红兵,男,41,002395,董事
田为坤,男,49,002395,董事
刘连伟,男,40,002395,董事
唐越峰,男,39,002395,董事
顾希红,男,43,002395,董事
薛济民,男,55,002395,独立董事
陈文化,男,52,002395,独立董事
冯学本,男,70,002395,独立董事
胡军,男,41,000652,董事长/董事
谢剑琳,女,53,000652,董事
张旺,男,38,000652,董事
李润茹,女,55,000652,董事
崔雪松,男,40,000652,董事
张东阳,男,47,000652,董事
姚颐,女,45,000652,独立董事
李宁,男,55,000652,独立董事
仇向洋,男,62,000652,独立董事
曹克坚,男,56,300257,董事长/董事
汤炎,男,59,300257,董事
叶春,男,55,300257,董事
Bruce P. Biederman,男,61,300257,董事
王秋潮,男,67,300257,独立董事
陈希琴,女,53,300257,独立董事
束鹏程,男,78,300257,独立董事
魏建军,男,54,601633,董事长/执行董事
王凤英,女,47,601633,副董事长/执行董事
杨志娟,女,51,601633,执行董事
何平,男,41,601633,非执行董事
李万军,男,54,601633,独立非执行董事
吴智杰,男,44,601633,独立非执行董事
马力辉,男,50,601633,独立非执行董事
张庆文,男,49,000828,董事长/董事
萧瑞兴,女,44,000828,董事
黄勇,男,42,000828,董事
李非,男,62,000828,独立董事
江伟,男,40,000828,独立董事
陈玉罡,男,42,000828,独立董事
战英杰,女,47,000982,董事长/董事
郝广利,男,46,000982,董事
马翠芳,女,48,000982,董事
石磊,男,45,000982,董事
申晨,男,31,000982,董事
虞世全,男,52,000982,独立董事
安国俊,女,46,000982,独立董事
童朋方,男,46,000982,独立董事
周晓萍,女,57,601799,董事长/董事
俞志明,男,53,601799,董事
刘树廷,男,43,601799,董事
高国华,男,50,601799,董事
陈良华,男,55,601799,独立董事
汪波,男,53,601799,独立董事
岳国健,男,53,601799,独立董事
陶登奎,男,55,600022,董事长/董事
陈向阳,男,52,600022,副董事长/董事
罗登武,男,56,600022,董事
薄涛,男,54,600022,董事
王国栋,男,76,600022,独立董事
刘冰,男,46,600022,独立董事
胡元木,男,64,600022,独立董事
徐金梧,男,69,600022,独立董事
马建春,女,48,600022,独立董事
徐大同,男,55,002116,董事长/董事
张建新,男,55,002116,董事
袁莉,女,51,002116,董事
李芸,女,54,002116,董事
杨晓洁,女,39,002116,董事
董建辉,男,50,002116,董事
李文祥,男,56,002116,独立董事
高凤勇,男,48,002116,独立董事
张一弛,男,-1,002116,独立董事
赵艳春,男,36,002116,独立董事
李希勇,男,55,600188,董事长/董事
李伟,男,52,600188,副董事长/董事
吴向前,男,52,600188,董事
赵青春,男,50,600188,董事
吴玉祥,男,56,600188,董事
郭德春,男,56,600188,董事
孔祥国,男,63,600188,独立董事
潘昭国,男,56,600188,独立董事
戚安邦,男,66,600188,独立董事
蔡昌,男,47,600188,独立董事
郭军,男,55,600188,职工董事
胡敏,男,58,002546,董事长/董事
金放生,男,60,002546,副董事长/董事
李照球,男,43,002546,董事
朱忠明,男,53,002546,董事
何晓波,男,53,002546,董事
杨瑞鸣,女,54,002546,董事
张阳,男,58,002546,独立董事
李云彬,男,53,002546,独立董事
周定华,男,66,002546,独立董事
杨万华,男,52,002053,董事长/董事
马策,男,57,002053,董事
田恺,男,45,002053,董事
李庆华,女,49,002053,董事
李中照,男,50,002053,董事
舒艺欣,女,35,002053,董事
和国忠,男,51,002053,独立董事
杨勇,男,53,002053,独立董事
杨先明,男,65,002053,独立董事
邓小壮,男,42,000594,董事长/董事
刘湘,男,51,000594,董事
于臣家,男,48,000594,董事
胡国强,男,52,000594,独立董事
赵兵,男,40,000594,独立董事
俞辉,男,42,000594,独立董事
苏壮强,男,47,600167,董事长/董事
朱昌一,男,62,600167,董事
温德纯,男,48,600167,董事
张永付,男,56,600167,董事
刘永泽,男,68,600167,独立董事
贵立义,男,75,600167,独立董事
钟田丽,女,62,600167,独立董事
陈合林,男,62,002403,董事长/董事
陈灵巧,女,35,002403,董事
林富青,男,44,002403,董事
陈佳,女,43,002403,董事
甘为民,男,52,002403,独立董事
邵春阳,男,-1,002403,独立董事
王汉卿,男,40,002403,独立董事
周锦明,男,53,300191,董事长/董事
于金星,男,38,300191,董事
贾承造,男,70,300191,董事
郑伟建,男,52,300191,董事
陈洁,女,48,300191,独立董事
王月永,男,53,300191,独立董事
陈永武,男,65,300191,独立董事
荀耀,男,32,600537,董事长/董事
孙铁囤,男,56,600537,董事
荀建平,男,54,600537,董事
姚志中,男,43,600537,董事
张婷,女,28,600537,董事
古汉宁,男,25,600537,董事
徐进章,男,62,600537,独立董事
陈文化,男,52,600537,独立董事
刘平春,男,63,600537,独立董事
赵洪波,男,49,600864,董事长/董事
张凯臣,男,54,600864,副董事长/董事
孙名扬,男,61,600864,董事
张宪军,男,44,600864,董事
莫健闻,男,39,600864,董事
姜明玉,女,50,600864,董事
李延喜,男,48,600864,独立董事
高建国,男,46,600864,独立董事
韩红,女,52,600864,独立董事
张志华,男,54,601019,董事长/董事
王次忠,男,55,601019,副董事长/董事
胡鹏,男,58,601019,董事
迟云,男,56,601019,董事
王昭顺,男,57,601019,董事
徐向艺,男,62,601019,独立董事
胡元木,男,64,601019,独立董事
刘燕,女,52,601019,独立董事
孙忠义,男,64,002696,董事长/董事
欧顺明,男,43,002696,董事
蔡晶,女,60,002696,董事
王琦,男,45,002696,董事
王运生,男,50,002696,独立董事
高程海,男,39,002696,独立董事
江虹锐,女,34,002696,独立董事
刘毅,男,58,600258,董事长/董事
孙坚,男,54,600258,董事
张润钢,男,59,600258,董事
梁建章,男,49,600258,董事
沈南鹏,男,51,600258,董事
白凡,男,49,600258,董事
卢长才,男,45,600258,董事
包卫东,男,49,600258,独立董事
韩青,男,48,600258,独立董事
姚志斌,男,66,600258,独立董事
朱剑岷,男,50,600258,独立董事
梅慎实,男,54,600258,独立董事
陈嘉明,男,56,900925,董事长/董事
范秉勋,男,72,900925,副董事长/董事
朱茜,女,54,900925,董事
袁建平,男,58,900925,董事
傅海鹰,男,55,900925,董事
张艳,女,43,900925,董事
桂水发,男,53,900925,独立董事
李志强,男,51,900925,独立董事
薛爽,女,47,900925,独立董事
付红玲,女,49,300304,董事长/董事
蔡承儒,男,45,300304,董事
李成忠,男,45,300304,董事
杨庄生,男,54,300304,董事
闫瑞,女,40,300304,董事
张晶,女,45,300304,董事
袁孟,男,37,300304,独立董事
束哲民,男,54,300304,独立董事
祝伟,男,47,300304,独立董事
雷升逵,男,52,600608,董事长/董事
黎兴宏,男,42,600608,副董事长/董事
蒋炜,男,43,600608,董事
金炜,男,55,600608,董事
许哨,男,58,600608,董事
李红斌,男,51,600608,独立董事
苏建明,男,68,600608,独立董事
周立,男,52,600608,独立董事
杜少华,男,57,000701,董事长/董事
欧阳哲,男,42,000701,董事
黄立红,男,60,000701,董事
陈舸,男,49,000701,董事
郭聪明,男,53,000701,董事
吴晓强,男,40,000701,董事
童锦治,女,55,000701,独立董事
郑学军,男,56,000701,独立董事
薛祖云,男,55,000701,独立董事
龚伟斌,男,48,300241,董事长/董事
刘智,男,35,300241,董事
吴强,男,44,300241,董事
胡建华,男,36,300241,董事
张会生,男,53,300241,董事
杨燕风,男,51,300241,董事
叶剑生,男,44,300241,独立董事
罗桃,女,48,300241,独立董事
刘召军,男,39,300241,独立董事
尤友岳,男,-1,002229,董事长/董事
尤丽娟,女,-1,002229,副董事长/董事
尤友鸾,男,46,002229,副董事长/董事
李云强,男,-1,002229,董事
周美妹,女,-1,002229,董事
许萍,女,47,002229,独立董事
洪波,男,59,002229,独立董事
胡穗华,女,56,002229,独立董事
张锦文,男,46,002679,董事长/董事
蔡清楼,男,51,002679,副董事长/董事
周文刚,男,49,002679,董事
潘隆应,男,47,002679,董事
李芳,男,46,002679,董事
郑丽华,女,43,002679,董事
王吓忠,男,54,002679,独立董事
郑溪欣,男,41,002679,独立董事
张火根,男,50,002679,独立董事
陈洪民,男,64,603161,董事长/董事
宗楼,男,40,603161,董事
陈小华,男,41,603161,董事
周宏峰,男,37,603161,董事
李备战,男,49,603161,独立董事
任永平,男,55,603161,独立董事
刘榕,男,69,603161,独立董事
王耀方,男,65,002550,董事长/董事
赵刚,男,53,002550,副董事长/董事
王轲,男,35,002550,董事
蒋文群,女,50,002550,董事
刘军,男,51,002550,董事
荣幸华,女,57,002550,独立董事
邵蓉,女,56,002550,独立董事
张继稳,男,53,002550,独立董事
杨焰,男,56,002100,董事长/董事
成辉,男,53,002100,董事
郭运江,男,48,002100,董事
耿立新,男,51,002100,董事
徐振华,男,50,002100,董事
吴向勇,男,45,002100,董事
杨立芳,女,54,002100,独立董事
剡根强,男,60,002100,独立董事
边新俊,男,54,002100,独立董事
史一兵,男,56,300168,董事长/董事
潘政,男,58,300168,副董事长/董事
李光亚,男,45,300168,董事
杨玲,女,46,300168,董事
朱洪超,男,59,300168,独立董事
李柏龄,男,64,300168,独立董事
王建章,男,72,300168,独立董事
华建飞,男,49,603618,董事长/董事
陆春校,男,50,603618,副董事长/董事
倪益剑,男,50,603618,董事
郑秀花,女,52,603618,董事
章勤英,女,53,603618,董事
卢献庭,男,48,603618,董事
王进,男,48,603618,独立董事
陈丹红,女,54,603618,独立董事
阎孟昆,男,53,603618,独立董事
熊炜,男,50,600872,董事长/董事
李常谨,男,48,600872,董事
邓春华,男,56,600872,董事
刘社梅,男,55,600872,董事
叶伟青,女,46,600872,董事
钱逢胜,男,54,600872,独立董事
陈燕维,女,40,600872,独立董事
王晋斌,男,51,600872,独立董事
陈保华,男,-1,600521,董事长/董事
杜军,男,62,600521,副董事长/董事
祝永华,男,53,600521,董事
郭斯嘉,男,55,600521,董事
苏严,男,46,600521,董事
单伟光,男,57,600521,董事
费忠新,男,64,600521,独立董事
曾苏,男,59,600521,独立董事
王玉民,男,63,600521,独立董事
刘正军,男,51,300187,董事长/董事
申晓东,男,56,300187,代董事长/董事
王峰,女,35,300187,董事
冯延林,男,61,300187,董事
刘仁和,男,52,300187,董事
袁定江,男,50,300187,独立董事
洪源,男,37,300187,独立董事
曹越,男,37,300187,独立董事
陈宗年,男,53,002415,董事长/董事
龚虹嘉,男,53,002415,副董事长/董事
胡扬忠,男,53,002415,董事
邬伟琪,男,54,002415,董事
屈力扬,男,54,002415,董事
洪天峰,男,52,002415,独立董事
陆建忠,男,64,002415,独立董事
程天纵,男,66,002415,独立董事
王志东,男,51,002415,独立董事
蒋利亚,男,44,000428,董事长/董事
侯跃,男,45,000428,副董事长/董事
李征兵,男,48,000428,董事
向军,男,50,000428,董事
周志宏,男,52,000428,独立董事
陈爱文,男,55,000428,独立董事
许长龙,男,56,000428,独立董事
张超,男,40,000428,独立董事
赵晓强,男,46,000428,独立董事
董浩然,男,53,600171,董事长/董事
马玉川,男,53,600171,董事
刘劲梅,女,49,600171,董事
李荣信,男,48,600171,董事
金玉丰,男,57,600171,独立董事
王均行,男,65,600171,独立董事
俞建春,男,56,600171,独立董事
周小溪,男,59,000582,董事长/董事
黄葆源,男,55,000582,副董事长/董事
陈斯禄,男,53,000582,董事
罗明,男,50,000582,董事
莫怒,男,47,000582,董事
谢毅,男,54,000582,董事
王运生,男,50,000582,独立董事
周永生,男,55,000582,独立董事
林仁聪,男,50,000582,独立董事
郝旭明,男,55,002045,董事长/董事
何伟成,男,47,002045,董事
郑崖民,男,48,002045,董事
房晓焱,男,61,002045,董事
周海昌,男,70,002045,董事
肖庆,男,49,002045,董事
郭飏,男,53,002045,独立董事
沈肇章,男,54,002045,独立董事
刘杰生,男,50,002045,独立董事
张思民,男,56,000078,董事局主席/董事
张锋,男,46,000078,董事局副主席/董事
刘占军,男,60,000078,董事
许战奎,男,55,000078,董事
刘来平,男,48,000078,独立董事
詹伟哉,男,54,000078,独立董事
谷杨,女,55,000078,独立董事
张代铭,男,56,000756,董事长/执行董事
杜德平,男,49,000756,执行董事
任福龙,男,56,000756,非执行董事
赵斌,男,59,000756,非执行董事
徐列,男,53,000756,非执行董事
杜冠华,男,62,000756,独立非执行董事
陈仲戟,男,45,000756,独立非执行董事
李文明,男,44,000756,独立非执行董事
张泽民,男,55,002291,董事长/董事
于洪涛,男,51,002291,副董事长/董事
李刚,男,52,002291,董事
李莹,女,51,002291,独立董事
梁彤缨,男,57,002291,独立董事
黄劲业,男,39,002291,独立董事
苏毅,男,49,603970,董事长/董事
黄柏集,男,40,603970,董事
康凯,男,42,603970,董事
李明光,男,47,603970,董事
浦颖,女,49,603970,董事
杨剑,女,44,603970,董事
花荣军,男,42,603970,独立董事
杨伟国,男,49,603970,独立董事
潘爱香,女,56,603970,独立董事
李平,男,51,300353,董事长/董事
薛百华,男,49,300353,董事
宛晨,男,45,300353,董事
刘志耕,男,55,300353,独立董事
佟琼,女,49,300353,独立董事
王文海,男,51,300353,独立董事
张许科,男,55,603566,董事长/董事
孙进忠,男,53,603566,副董事长/董事
秦德超,男,47,603566,董事
宋永军,男,50,603566,董事
胡伟,男,45,603566,董事
马随营,男,45,603566,董事
金宁一,男,62,603566,独立董事
邹欣,女,53,603566,独立董事
魏刚,男,43,603566,独立董事
齐美胜,男,50,601808,董事长/执行董事
曹树杰,男,54,601808,执行董事
孟军,男,58,601808,非执行董事
张武奎,男,59,601808,非执行董事
王桂埙,男,67,601808,独立非执行董事
罗康平,男,64,601808,独立非执行董事
方中,男,66,601808,独立非执行董事
袁小平,男,55,000613,董事长/董事
汪宏娟,女,42,000613,董事
唐山荣,男,39,000613,董事
唐国平,男,54,000613,独立董事
吴涛,男,40,000613,独立董事
刘祥华,男,55,300216,董事长/董事
钟波,男,53,300216,董事
王国华,男,52,300216,董事
刘燕,男,51,300216,董事
邓铁山,男,52,300216,董事
付慧龙,男,46,300216,董事
杨春平,男,52,300216,独立董事
金益平,男,53,300216,独立董事
石青辉,女,54,300216,独立董事
陈宝,男,56,600960,董事长/董事
林风华,男,54,600960,副董事长/董事
季军,男,48,600960,董事
闫小雷,男,43,600960,董事
尚元贤,女,52,600960,董事
高月华,男,54,600960,董事
陈更,男,42,600960,董事
贾丛民,男,64,600960,独立董事
魏安力,男,65,600960,独立董事
于光,男,63,600960,独立董事
熊守美,男,52,600960,独立董事
周洪江,男,54,000869,董事长/董事
曲为民,男,61,000869,董事
奥古斯都·瑞纳,男,78,000869,董事
阿尔迪诺·玛佐拉迪,男,66,000869,董事
阿皮纳尼·安东尼奥,男,-1,000869,董事
孙利强,男,71,000869,董事
冷斌,男,55,000869,董事
张明,男,45,000869,董事
尉安宁,男,55,000869,董事
王仕刚,男,53,000869,独立董事
王竹泉,男,53,000869,独立董事
刘艳,女,45,000869,独立董事
罗飞,男,66,000869,独立董事
陆永华,男,55,601222,董事长/董事
沈凯平,男,62,601222,副董事长/董事
虞海娟,女,46,601222,董事
陆永新,男,58,601222,董事
蔡克亮,男,43,601222,独立董事
贾丽娜,女,51,601222,独立董事
黄大森,男,65,601222,独立董事
吴福胜,男,53,600063,董事长/董事
孙先武,男,50,600063,董事
吴尚义,男,53,600063,董事
吴霖,男,53,600063,董事
张正和,男,53,600063,董事
高申保,男,53,600063,董事
方福前,男,64,600063,独立董事
张传明,男,63,600063,独立董事
汪莉,女,52,600063,独立董事
程凡贵,男,57,002157,董事长/董事
林印孙,男,54,002157,董事
刘道君,男,46,002157,董事
黄新建,男,65,002157,独立董事
李汉国,男,62,002157,独立董事
李民,男,56,600599,董事长/董事
黄叶璞,男,37,600599,董事
潘笛,女,44,600599,董事
韩煦,男,35,600599,董事
韩丽伟,女,55,600599,独立董事
孙健,男,36,600599,独立董事
戴稳胜,男,49,600599,独立董事
马郑玮,男,38,600599,独立董事
张强,男,44,600433,董事长/董事
钟天崎,男,39,600433,副董事长/董事
洪军,男,59,600433,董事
姚松涛,男,48,600433,董事
刘雨露,男,44,600433,董事
任小平,男,46,600433,董事
刘来平,男,48,600433,独立董事
刘文,男,53,600433,独立董事
李耀,男,60,600433,独立董事
吕小侠,女,58,600433,独立董事
聂景华,男,65,300095,董事长/董事
曹明生,男,39,300095,董事
陈凤菊,女,61,300095,董事
聂璐璐,女,35,300095,董事
曾志勇,男,41,300095,董事
周崎,男,46,300095,董事
冯华,男,50,300095,独立董事
刘莹,女,61,300095,独立董事
付国章,男,50,300095,独立董事
周斌全,男,55,002507,董事长/董事
韦永生,男,42,002507,董事
袁国胜,男,39,002507,董事
兰云祥,男,42,002507,董事
张建余,男,55,002507,董事
向文豪,男,59,002507,董事
蒋和体,男,55,002507,独立董事
王建新,男,48,002507,独立董事
王志勇,男,50,002507,独立董事
程源伟,男,53,002507,独立董事
赵平,男,52,002507,职工董事
杜简丞,男,36,002012,董事长/董事
孙浩,男,46,002012,董事
蔡阳,男,38,002012,董事
景跃武,男,62,002012,董事
王磊,女,45,002012,董事
王白浪,男,59,002012,董事
俞波,男,46,002012,独立董事
居学成,男,48,002012,独立董事
余庆兵,男,51,002012,独立董事
吴东明,男,47,600126,董事长/董事
孔祥胜,男,52,600126,副董事长/董事
谢晨,男,57,600126,董事
刘安,男,57,600126,董事
吴黎明,男,53,600126,董事
于卫东,男,50,600126,董事
陈杭生,男,55,600126,独立董事
胡祥甫,男,55,600126,独立董事
王颖,女,42,600126,独立董事
魏亮,男,37,002442,董事长/董事
刘飞舟,男,40,002442,董事
李英,女,55,002442,董事
庞雷,男,44,002442,董事
吕勤燕,女,43,002442,董事
吴洁平,女,34,002442,董事
刘冰洋,男,27,002442,董事
胡定核,男,55,002442,独立董事
邱峻,女,46,002442,独立董事
何继江,男,44,002442,独立董事
燕东来,男,34,600576,董事长/董事
王衡,男,32,600576,董事
封国昌,男,45,600576,董事
陆京生,男,40,600576,董事
李有星,男,56,600576,独立董事
刘启亮,男,48,600576,独立董事
侯江涛,男,44,600576,独立董事
尹祥,男,48,002911,董事长/董事
黄维义,男,67,002911,副董事长/董事
殷红梅,女,51,002911,董事
雷炳钦,男,68,002911,董事
何汉明,男,62,002911,董事
邓敬荣,男,45,002911,董事
张建军,男,54,002911,独立董事
王晓东,男,58,002911,独立董事
单苏建,男,48,002911,独立董事
陈启伟,男,55,600825,董事长/董事
吴晓晖,男,52,600825,副董事长/董事
刘航,男,49,600825,董事
李翔,男,47,600825,董事
程峰,男,47,600825,董事
李爽,女,47,600825,董事
盛雷鸣,男,48,600825,独立董事
林利军,男,45,600825,独立董事
王悦,女,40,600825,独立董事
曾国华,男,51,000886,董事长/董事
郭强,男,47,000886,董事
夏亚斌,男,52,000886,董事
刘忠信,男,56,000886,董事
童威,男,48,000886,董事
徐晓杰,男,50,000886,独立董事
胡国柳,男,50,000886,独立董事
许华山,女,-1,000886,独立董事
张德进,男,55,600761,董事长/董事
杨安国,男,52,600761,副董事长/董事
薛白,男,53,600761,董事
张孟青,男,55,600761,董事
周峻,男,43,600761,董事
邓力,男,55,600761,董事
李晓玲,女,60,600761,独立董事
罗守生,男,61,600761,独立董事
张圣亮,男,54,600761,独立董事
王征,男,55,000668,董事长/董事
王焕新,女,50,000668,副董事长/董事
楚建忠,男,61,000668,董事
殷建军,男,67,000668,董事
胡智,男,54,000668,独立董事
