name,gender,age,code,jobs
向家雨,男,53,601717,执行董事
王新莹,男,53,601717,执行董事
付祖冈,男,53,601717,执行董事
汪滨,,-1,601717,执行董事
江华,男,55,601717,独立董事
刘尧,女,43,601717,独立董事
李旭冬,男,48,601717,独立董事
谭骅,男,46,002177,董事长/董事
陈国军,男,40,002177,董事
梁行,男,45,002177,董事
徐印州,男,72,002177,独立董事
刘国常,男,55,002177,独立董事
纪翌,女,41,002527,董事长/董事
袁忠民,男,58,002527,副董事长/董事
蔡亮,男,46,002527,董事
曾逸,男,47,002527,董事
田永鑫,男,46,002527,董事
纪德法,男,67,002527,董事
王田苗,男,58,002527,独立董事
原红旗,男,48,002527,独立董事
刘奕华,男,62,002527,独立董事
钱金波,男,54,603116,董事长/董事
汪建斌,男,50,603116,董事
方宣平,男,63,603116,董事
王一江,男,-1,603116,董事
金银宽,男,59,603116,董事
陈铭海,男,56,603116,董事
刘海生,男,-1,603116,独立董事
李浩然,男,-1,603116,独立董事
曹益堂,男,-1,603116,独立董事
康莹,女,45,000633,董事长/董事
翁扬水,男,38,000633,董事
李红,女,43,000633,董事
欧阳玉双,女,40,000633,董事
彭星,男,48,000633,董事
廖晓春,男,55,000633,董事
黄昌华,男,47,000633,独立董事
龚巧莉,女,54,000633,独立董事
毛春景,男,48,000633,独立董事
王浩,男,52,000799,董事长/董事
郑应南,男,61,000799,副董事长/董事
李士祎,男,41,000799,副董事长/董事
董顺钢,男,52,000799,董事
江湧,男,47,000799,董事
黄镇茂,男,67,000799,董事
王艳茹,女,-1,000799,独立董事
姚小义,男,-1,000799,独立董事
王茹芹,女,-1,000799,独立董事
梁海山,男,52,600690,董事长/董事
谭丽霞,女,48,600690,副董事长/董事
武常岐,男,63,600690,董事
周洪波,男,56,600690,董事
彭剑锋,男,57,600690,董事
刘海峰,男,48,600690,董事
吴澄,男,78,600690,独立董事
施天涛,男,56,600690,独立董事
戴德明,男,56,600690,独立董事
王福祥,男,62,300236,董事长/董事
方书农,男,54,300236,董事
邵建民,男,61,300236,董事
王溯,男,35,300236,董事
吕海波,男,48,300236,董事
耿雷,男,48,300236,董事
徐秀法,男,71,300236,独立董事
蒋荃,男,58,300236,独立董事
秦正余,男,53,300236,独立董事
李捍雄,男,44,300723,董事长/董事
杨冬玲,女,51,300723,董事
李捍东,男,50,300723,董事
白华,男,49,300723,独立董事
蒋晟,男,42,300723,独立董事
孙树明,男,56,000776,董事长/执行董事
林治海,男,54,000776,执行董事
秦力,男,50,000776,执行董事
孙晓燕,女,46,000776,执行董事
李秀林,男,65,000776,非执行董事
尚书志,男,66,000776,非执行董事
刘雪涛,女,53,000776,非执行董事
李延喜,男,48,000776,独立非执行董事
杨雄,男,52,000776,独立非执行董事
陈家乐,男,57,000776,独立非执行董事
汤欣,男,47,000776,独立非执行董事
徐健,男,53,900952,董事长/董事
孙明涛,男,41,900952,副董事长/董事
刘辉,男,47,900952,副董事长/董事
鲍晨钦,女,46,900952,董事
张惠泉,男,51,900952,董事
贾文军,男,44,900952,董事
张国峰,男,63,900952,独立董事
王君选,男,54,900952,独立董事
曹坚,男,54,900952,独立董事
苗延安,男,55,900952,独立董事
詹炜,男,53,900952,职工董事
梁勤,女,47,300373,董事长/董事
刘从宁,男,43,300373,董事
陈润生,男,39,300373,董事
周斌,男,43,300373,董事
于燮康,男,70,300373,独立董事
金志国,男,62,300373,独立董事
陈同广,男,52,300373,独立董事
刘声向,男,47,200011,董事长/董事
王航军,男,52,200011,董事
沈雪英,女,49,200011,董事
张世磊,男,42,200011,董事
魏晓东,男,48,200011,董事
王戈,男,47,200011,董事
袁鸿昌,男,47,200011,独立董事
梅永红,男,54,200011,独立董事
李青原,男,41,200011,独立董事
张春城,,-1,600813,董事长/董事
张琦,男,52,600813,副董事长/董事
周晓荣,女,50,600813,董事
张国华,男,62,600813,董事
宋晓,男,51,600813,独立董事
薛涛,男,45,600813,独立董事
马晓宏,男,52,600540,董事长/董事
刘江,男,46,600540,董事
陈建江,男,44,600540,董事
陈立福,男,55,600540,董事
关琳,男,54,600540,董事
杨胜利,男,49,600540,董事
关志强,男,56,600540,独立董事
黑永刚,男,45,600540,独立董事
边新俊,男,54,600540,独立董事
鲁峰,男,51,002474,董事长/董事
侯伟,男,52,002474,副董事长/董事
陈明平,男,44,002474,董事
靳谊,男,43,002474,董事
赵坚,男,46,002474,董事
刘景燕,女,45,002474,董事
苏小榕,男,45,002474,独立董事
刘微芳,女,48,002474,独立董事
黄旭明,男,58,002474,独立董事
王为钢,男,64,600110,董事长/董事
许松青,男,36,600110,副董事长/董事
陈立志,男,39,600110,董事
陈旭涌,男,46,600110,董事
李刚,男,59,600110,董事
陈叔军,男,-1,600110,董事
蒋义宏,男,68,600110,独立董事
曾江虹,女,49,600110,独立董事
陈友春,男,42,600110,独立董事
张近东,男,55,002024,董事长/董事
孙为民,男,55,002024,副董事长/董事
孟祥胜,男,46,002024,董事
任峻,男,41,002024,董事
张彧,女,46,002024,董事
杨光,男,41,002024,董事
沈厚才,男,54,002024,独立董事
柳世平,女,50,002024,独立董事
方先明,男,49,002024,独立董事
郑煜曦,男,56,000019,董事长/董事
颜泽松,男,48,000019,董事
李亦研,女,52,000019,董事
张国栋,男,56,000019,董事
王立,男,57,000019,董事
倪玥,女,44,000019,董事
吴叔平,男,65,000019,独立董事
范值清,男,69,000019,独立董事
陈灿松,男,46,000019,独立董事
严俊旭,男,49,002531,董事长/董事
吴淑红,女,38,002531,董事
刘凯,男,42,002531,董事
金亮,男,41,002531,董事
马龙飞,男,30,002531,董事
杨校生,男,66,002531,独立董事
惠彦,男,-1,002531,独立董事
张振安,男,54,002531,独立董事
何振亚,男,64,600405,董事长/董事
吴琼,男,51,600405,副董事长/董事
胡一元,男,44,600405,董事
周卫军,男,51,600405,董事
韩宝荣,男,65,600405,董事
田常增,男,59,600405,董事
朱莲美,女,55,600405,独立董事
苗兆光,男,46,600405,独立董事
季桥龙,男,41,600405,独立董事
方华生,男,56,300109,董事长/董事
杨海江,男,65,300109,副董事长/董事
王坚强,男,52,300109,副董事长/董事
王东虎,男,64,300109,董事
康熙雄,男,66,300109,独立董事
吴德军,男,46,300109,独立董事
孙芾,女,58,300109,独立董事
陈光珠,女,53,002161,董事长/董事
汤军,男,43,002161,董事
马琳,女,44,002161,董事
徐超洋,男,28,002161,董事
王滨生,男,73,002161,独立董事
张大志,男,45,002161,独立董事
狄瑞鹏,男,54,002161,独立董事
吴光明,男,56,600055,董事长/董事
蒋达,男,59,600055,副董事长/董事
谢宇峰,男,48,600055,董事
任志林,男,49,600055,董事
陈坚,男,50,600055,董事
张勇,男,45,600055,董事
钟明霞,女,54,600055,独立董事
文光伟,男,54,600055,独立董事
李坤成,男,63,600055,独立董事
连小明,男,46,002248,董事长/董事
于晖,男,39,002248,副董事长/董事
刘永强,男,49,002248,董事
白预弘,男,35,002248,董事
宋修山,男,55,002248,董事
汤正鹏,男,47,002248,董事
刘庆林,男,55,002248,独立董事
宋希亮,男,53,002248,独立董事
姜爱丽,女,54,002248,独立董事
梁萍,女,58,300220,董事长/董事
李俊,男,61,300220,董事
肖璇,女,31,300220,董事
李秉成,男,54,300220,独立董事
施先旺,男,50,300220,独立董事
邱志向,男,47,600686,董事长/董事
谢思瑜,男,53,600686,副董事长/董事
林崇,男,55,600686,董事
王崇能,男,48,600686,独立董事
罗妙成,女,57,600686,独立董事
管欣,男,57,600686,独立董事
张宝林,男,56,000625,董事长/董事
朱华荣,男,53,000625,董事
周治平,男,47,000625,董事
谭小刚,男,55,000625,董事
刘纪鹏,男,62,000625,独立董事
李庆文,男,62,000625,独立董事
谭晓生,男,48,000625,独立董事
庞勇,男,49,000625,独立董事
陈全世,男,73,000625,独立董事
任晓常,男,62,000625,独立董事
卫新江,男,49,000625,独立董事
曹兴权,男,47,000625,独立董事
刘萍,男,53,002618,董事长/董事
任琥,男,51,002618,董事
刘文魁,男,43,002618,董事
龚艳,女,50,002618,独立董事
陈文彬,男,50,002618,独立董事
潘志荣,男,52,200512,董事长/董事
蔡渊松,男,62,200512,董事
庄兴,男,64,200512,董事
陈彦君,男,56,200512,董事
葛晓萍,女,55,200512,独立董事
汤金木,男,52,200512,独立董事
白劭翔,男,46,200512,独立董事
吴朋,男,55,603100,董事长/董事
刘长明,男,55,603100,董事
邓勇,男,58,603100,董事
黄治华,男,50,603100,董事
毕监勃,男,54,603100,董事
吴昱,男,48,603100,董事
张原,男,54,603100,董事
李银国,男,63,603100,独立董事
张毅,男,56,603100,独立董事
宋蔚蔚,女,43,603100,独立董事
王浩,男,43,603100,独立董事
许雷,男,52,600239,董事长/董事
杜胜,男,50,600239,董事
杨明才,男,45,600239,董事
朱锦余,男,51,600239,独立董事
张建新,男,60,600239,独立董事
娄爱东,女,52,600239,独立董事
江春华,男,46,300365,董事长/董事
方文,男,49,300365,董事
陈显龙,男,42,300365,董事
罗新伟,男,48,300365,董事
郭素玲,女,39,300365,独立董事
韩凌,男,47,300365,独立董事
曾军,男,50,300365,独立董事
高立用,男,36,000760,董事长/董事
李晓振,男,37,000760,董事
邹书航,男,45,000760,董事
孙建设,男,65,000760,董事
郭英祥,男,48,000760,董事
吴振平,男,50,000760,独立董事
孙钢宏,男,49,000760,独立董事
王德建,男,45,000760,独立董事
杨树坪,男,60,600393,董事长/董事
杨树葵,男,56,600393,副董事长/董事
李宏坤,男,55,600393,董事
何德赞,男,49,600393,董事
陈湘云,男,45,600393,董事
范志强,男,55,600393,董事
李新春,男,56,600393,独立董事
王朋,男,63,600393,独立董事
吴向能,男,43,600393,独立董事
唐建兴,男,61,300735,董事长/董事
简松年,男,68,300735,副董事长/董事
苏志彪,男,48,300735,董事
胡瞻,男,45,300735,董事
萧妙文,男,61,300735,董事
邹宗信,男,46,300735,董事
陈汉亭,男,63,300735,独立董事
梁烽,男,48,300735,独立董事
彭丽霞,女,61,300735,独立董事
袁仲雪,男,63,002073,董事长/董事
鲁丽娜,女,39,002073,董事
何宁,男,60,002073,董事
宋波,男,40,002073,董事
许春华,女,74,002073,独立董事
张艳霞,女,55,002073,独立董事
张静,女,40,002073,独立董事
韩旭,男,53,002589,董事长/董事
张仁华,女,52,002589,副董事长/董事
周云,女,48,002589,董事
杨博,男,35,002589,董事
崔胜利,男,63,002589,董事
吴丽艳,女,40,002589,董事
权玉华,女,62,002589,独立董事
于建青,男,53,002589,独立董事
武滨,男,58,002589,独立董事
鹿盟,男,43,002423,董事长/董事
陈鲁平,女,55,002423,董事
罗志平,男,44,002423,董事
王晓畅,女,38,002423,董事
陈景峰,男,39,002423,董事
许望春,男,38,002423,董事
王怀世,男,67,002423,独立董事
王琳,女,55,002423,独立董事
陈金坡,男,54,002423,独立董事
宋云翔,男,52,600517,董事长/董事
汪龙生,男,66,600517,副董事长/董事
杨骥珉,男,63,600517,副董事长/董事
李力,男,52,600517,董事
邢峻,男,48,600517,董事
赵仰东,男,49,600517,董事
蔡炜,男,44,600517,董事
胡江溢,男,50,600517,董事
阙连元,男,54,600517,董事
赵春光,男,46,600517,独立董事
潘斌,男,46,600517,独立董事
夏清,男,61,600517,独立董事
王遥,女,43,600517,独立董事
王斌,男,51,600844,董事长/董事
花峻,男,45,600844,董事
杨金涛,男,39,600844,董事
成国俊,男,52,600844,董事
李国方,男,52,600844,董事
李利伟,男,43,600844,董事
郑万青,男,56,600844,独立董事
许年行,男,40,600844,独立董事
张徐宁,男,49,600844,独立董事
张瑞生,男,59,600002,董事长/董事
席秀海,男,62,600002,副董事长/董事
王浩水,男,58,600002,董事
王洪亮,男,60,600002,董事
王强,男,73,600002,董事
吴耘,男,62,600002,董事
陈书勤,男,54,002136,董事长/董事
姚程,男,33,002136,董事
郝敬林,男,55,002136,董事
陈嘉生,男,52,002136,董事
李霞,女,55,002136,董事
方劲松,男,43,002136,董事
孙素明,女,56,002136,独立董事
周泽将,男,35,002136,独立董事
崔咪芬,女,55,002136,独立董事
张波,男,54,600452,董事长/董事
杨玉文,男,52,600452,董事
杨红兵,男,52,600452,董事
谭勋英,女,44,600452,董事
余兵,男,48,600452,董事
秦顺东,男,47,600452,董事
刘伟,男,54,600452,独立董事
宋宗宇,男,50,600452,独立董事
黎明,男,54,600452,独立董事
张益胜,男,62,002566,董事长/董事
薛晓民,男,60,002566,副董事长/董事
孟威,男,45,002566,董事
梁志齐,男,35,002566,董事
曲建军,男,38,002566,董事
佟晓乐,女,36,002566,董事
吕桂霞,女,50,002566,独立董事
王哲,男,52,002566,独立董事
毕焱,女,52,002566,独立董事
俞锋,男,49,000672,董事长/董事
陈明勇,男,56,000672,副董事长/董事
林国荣,男,53,000672,副董事长/董事
赵林中,男,65,000672,董事
俞小峰,女,46,000672,董事
边卫东,男,50,000672,董事
余俊仙,女,53,000672,独立董事
张本照,男,-1,000672,独立董事
孔祥忠,男,64,000672,独立董事
张旭升,男,50,600281,董事长/董事
康山,男,55,600281,董事
李志平,男,54,600281,董事
王建保,男,55,600281,董事
刘忠全,男,56,600281,董事
闫学峰,男,52,600281,董事
容和平,男,65,600281,独立董事
田旺林,男,61,600281,独立董事
王军,男,52,600281,独立董事
章文藻,男,61,300277,董事长/董事
韦岗,男,55,300277,董事
唐占库,男,60,300277,董事
龙哲,男,47,300277,独立董事
程浩忠,男,56,300277,独立董事
李堂锁,男,51,000737,董事长/董事
王川增,男,53,000737,董事
狄永红,男,57,000737,董事
张国红,男,48,000737,董事
黄振山,男,51,000737,董事
张平江,男,53,000737,董事
赵利新,男,51,000737,独立董事
李俊鹏,男,46,000737,独立董事
李玉敏,男,60,000737,独立董事
李少波,男,53,300298,董事长/董事
蔡晓华,男,57,300298,董事
洪天峰,男,52,300298,董事
车宏菁,女,45,300298,董事
何斌辉,男,50,300298,独立董事
纪立农,男,56,300298,独立董事
李永国,男,68,300298,独立董事
陈作涛,男,48,300332,董事长/董事
王坚军,男,47,300332,副董事长/董事
肖双田,男,59,300332,董事
张洪涛,男,46,300332,董事
吴红梅,女,52,300332,董事
符国群,男,55,300332,独立董事
曾涛,男,44,300332,独立董事
顾纯,男,55,300332,独立董事
刘载望,男,46,601886,董事长/董事
许兴利,男,47,601886,董事
周韩平,男,56,601886,董事
于军,男,48,601886,董事
符剑平,男,35,601886,董事
王启锋,男,39,601886,董事
朱青,男,61,601886,独立董事
李月东,男,69,601886,独立董事
付磊,男,67,601886,独立董事
唐勇,男,44,600794,董事长/董事
高福兴,男,56,600794,董事
邓永清,男,40,600794,董事
于北方,女,51,600794,独立董事
徐国辉,男,47,600794,独立董事
惠彦,男,49,600794,独立董事
刘军,男,51,900913,董事长/董事
凌人枫,男,49,900913,副董事长/董事
谭晋隆,男,44,900913,董事
刘联涛,男,47,900913,董事
杜寅午,男,63,900913,董事
兰旭,男,52,900913,董事
陈钢,男,52,900913,董事
潘一欢,男,53,900913,独立董事
张康宁,男,48,900913,独立董事
高慧,男,36,900913,独立董事
丁宝山,男,55,900913,独立董事
石华辉,男,61,603012,董事长/董事
管亚平,男,51,603012,董事
耿卫东,男,48,603012,董事
石良希,男,35,603012,董事
沃健,男,58,603012,独立董事
邓峰,男,45,603012,独立董事
吴晓国,男,55,600280,董事长/董事
陈新生,男,48,600280,常务副董事长/董事
王林,男,55,600280,副董事长/董事
沈晔,男,61,600280,董事
滕洁,女,42,600280,董事
祝珺,男,29,600280,董事
李心合,男,55,600280,独立董事
苏峻,女,44,600280,独立董事
彭纪生,男,61,600280,独立董事
彭志宏,男,47,000673,董事长/董事
崔玉杰,男,56,000673,副董事长/董事
王飞,男,43,000673,董事
蔡凌芳,女,48,000673,董事
王春芳,男,49,000673,董事
王东红,男,51,000673,董事
田旺林,男,61,000673,独立董事
陈守德,男,42,000673,独立董事
苏培科,男,39,000673,独立董事
朱汉平,男,55,300276,董事长/董事
张蓉,女,47,300276,董事
陈绮璋,男,45,300276,董事
斯华生,男,61,300276,董事
黄新奎,男,50,300276,独立董事
朱永平,男,53,300276,独立董事
刘林青,男,44,300276,独立董事
蒋灿明,男,49,000736,董事长/董事
史强军,男,59,000736,副董事长/董事
祝宏毅,男,45,000736,董事
孙卫东,男,49,000736,董事
周健,男,53,000736,董事
薛四敏,男,51,000736,董事
张欣翼,男,46,000736,董事
马江涛,男,46,000736,独立董事
郭海兰,女,45,000736,独立董事
胡必亮,男,57,000736,独立董事
缪品章,男,53,300299,董事长/董事
陈苹,女,42,300299,副董事长/董事
范平,男,34,300299,董事
许斌,男,36,300299,董事
叶宇煌,男,57,300299,董事
陈川,男,46,300299,董事
苏小榕,男,45,300299,独立董事
林东云,女,48,300299,独立董事
郑基,男,46,300299,独立董事
魏恺言,男,55,300333,董事长/董事
陈自力,男,56,300333,董事
BAI JIANXIONG,男,56,300333,董事
NG YI PIN,男,50,300333,董事
吴永平,男,42,300333,独立董事
黄绍伟,男,53,300333,独立董事
周政宁,男,50,300333,独立董事
刘宏,男,56,900912,董事长/董事
俞勇,男,48,900912,董事
张浩,男,55,900912,董事
李伟,男,44,900912,董事
刘广安,男,40,900912,董事
张爱平,男,-1,900912,董事
李志强,男,51,900912,独立董事
冯正权,男,75,900912,独立董事
宗述,男,55,900912,独立董事
乔保平,男,63,600795,董事长/董事
冯树臣,男,54,600795,董事
于崇德,男,61,600795,董事
张国厚,男,56,600795,董事
高嵩,男,57,600795,董事
米树华,男,56,600795,董事
鲍绛,男,53,600795,董事
李秀华,女,69,600795,独立董事
高德步,男,63,600795,独立董事
肖湘宁,男,65,600795,独立董事
吕跃刚,男,60,600795,独立董事
张培峰,男,41,002072,董事长/董事
张彬,男,46,002072,董事
刘书艳,女,44,002072,董事
张林剑,男,48,002072,独立董事
阙海辉,男,44,002072,独立董事
王斌,男,47,002072,独立董事
葛艳芹,女,47,002072,独立董事
罗俊,男,44,600146,董事长/董事
朱玉明,男,54,600146,董事
理查德·斯奈德,男,58,600146,董事
理查德·柯恩,男,64,600146,董事
林哲明,男,39,600146,董事
范瑶瑶,女,42,600146,董事
林志彬,男,39,600146,董事
谢荣兴,男,68,600146,独立董事
尧秋根,男,52,600146,独立董事
陈惠岗,男,55,600146,独立董事
曹丹,男,43,600146,独立董事
高文班,男,70,002588,董事长/董事
高进华,男,41,002588,副董事长/董事
井沛花,女,67,002588,董事
李琦,女,48,002588,独立董事
武志杰,男,56,002588,独立董事
刘革新,男,67,002422,董事长/董事
刘思川,男,34,002422,董事
潘慧,女,56,002422,董事
王晶翼,男,58,002422,董事
张腾文,女,48,002422,董事
黄复兴,男,59,002422,董事
张涛,男,48,002422,独立董事
王广基,男,65,002422,独立董事
李越冬,女,41,002422,独立董事
杨光,男,59,600516,董事长/董事
党锡江,男,54,600516,董事
舒文波,男,50,600516,董事
杨远继,男,52,600516,董事
何忠华,男,54,600516,董事
闫奎兴,男,56,600516,董事
魏彦珩,男,49,600516,独立董事
侍乐媛,女,61,600516,独立董事
李晓慧,女,51,600516,独立董事
夏雪松,男,48,600845,董事长/董事
朱湘凯,男,50,600845,董事
吴琨宗,男,46,600845,董事
严曜,女,45,600845,董事
王静,女,55,600845,董事
薛云奎,男,54,600845,独立董事
王旭,男,62,600845,独立董事
吴斌,男,52,600845,独立董事
王丛,男,41,600845,独立董事
卢纯,男,63,600900,董事长/董事
张定明,男,55,600900,董事
杨亚,男,56,600900,董事
洪文浩,男,55,600900,董事
宗仁怀,男,53,600900,董事
黄宁,男,48,600900,董事
周传根,男,53,600900,董事
赵燕,女,49,600900,董事
张崇久,男,66,600900,独立董事
吕振勇,男,71,600900,独立董事
文秉友,男,64,600900,独立董事
张必贻,男,65,600900,独立董事
燕桦,男,64,600900,独立董事
隋景宝,男,55,000809,董事长/董事
张铁成,男,46,000809,董事
迟峰,男,41,000809,董事
王洪海,男,53,000809,董事
关笑,女,34,000809,董事
李海旭,男,39,000809,董事
钟田丽,女,62,000809,独立董事
黄鹏,男,41,000809,独立董事
范立夫,男,46,000809,独立董事
孙熠嵩,男,55,600003,董事长/董事
韩增义,男,55,600003,副董事长/董事
郑海军,男,59,600003,副董事长/董事
王景贵,男,68,600003,董事
徐鹏,男,56,600003,董事
崔凤臣,男,58,600003,董事
刘玉生,男,61,600003,董事
王彦春,男,55,600003,董事
孟杰,男,41,600003,董事
董平如,男,71,600003,独立董事
王兆君,男,61,600003,独立董事
刘德权,男,56,600003,独立董事
陈守东,男,63,600003,独立董事
陈亚妹,女,43,002137,董事长/董事
乔昕,男,55,002137,董事
高礼强,男,49,002137,董事
廖建中,男,48,002137,董事
宋思勤,男,37,002137,董事
梁华权,男,37,002137,独立董事
Xuan Richard Gu,男,48,002137,独立董事
洪兵,男,49,002137,独立董事
曹军波,男,41,002137,独立董事
马旗戟,男,52,002137,独立董事
陶一山,男,63,002567,董事长/董事
黄国盛,男,70,002567,副董事长/董事
孙双胜,男,44,002567,董事
陶业,男,37,002567,董事
郭拥华,女,55,002567,董事
黄锡源,男,62,002567,董事
江帆,男,46,002567,独立董事
余兴龙,男,53,002567,独立董事
张少球,男,52,002567,独立董事
谭颂斌,男,47,300221,董事长/董事
周娟,女,45,300221,副董事长/董事
林登灿,男,42,300221,董事
黄敬东,男,47,300221,董事
张志勇,男,64,300221,独立董事
张峥,男,46,300221,独立董事
肖晓康,男,51,300221,独立董事
徐建刚,男,50,600687,董事长/董事
周锋,男,41,600687,副董事长/董事
赵瑞俊,男,46,600687,董事
李宪琛,男,45,600687,董事
孟荣芳,女,53,600687,独立董事
王小明,男,50,600687,独立董事
季立刚,男,54,600687,独立董事
鲁楚平,男,53,002249,董事长/董事
徐海明,男,55,002249,副董事长/董事
彭惠,女,50,002249,董事
贡俊,男,50,002249,董事
王文丽,女,41,002249,董事
袁海林,男,80,002249,独立董事
栾京亮,男,59,002249,独立董事
陈昭,男,45,002249,独立董事
余劲松,男,65,002249,独立董事
王双义,男,43,002619,董事长/董事
刘汉玉,男,43,002619,董事
曹晓龙,男,38,002619,董事
张鹏,男,45,002619,独立董事
吕仁高,男,57,002619,董事
郑亮,男,37,002619,董事
傅坚政,男,58,002619,独立董事
郝玉贵,男,55,002619,独立董事
冯彪,男,47,600238,董事长/董事
曲锋,男,42,600238,董事
倪赣,男,53,600238,董事
段守奇,男,51,600238,董事
林伟,男,40,600238,董事
崔万林,男,53,600238,独立董事
张健,男,44,600238,独立董事
刘向阳,男,45,600238,独立董事
肖义南,男,60,600238,独立董事
童之磊,男,43,300364,董事长/董事
雷霖,男,44,300364,董事
周树华,男,49,300364,董事
张帆,男,49,300364,董事
薛健,女,42,300364,独立董事
王志雄,男,60,300364,独立董事
何庆源,男,59,300364,独立董事
包启发,男,54,900945,董事长/董事
牟伟刚,男,56,900945,副董事长/董事
陈明,男,53,900945,副董事长/董事
孙剑锋,男,51,900945,副董事长/董事
曹凤岗,男,56,900945,董事
王斐,女,39,900945,董事
邓天林,男,69,900945,独立董事
林泽明,男,65,900945,独立董事
徐经长,男,53,900945,独立董事
蒋晓萌,男,54,600668,董事长/董事
虞建红,男,52,600668,董事
杜自弘,男,79,600668,董事
黄速建,男,63,600668,董事
刘波,男,44,600668,董事
张国平,男,42,600668,董事
黄从运,男,55,600668,独立董事
史习民,男,58,600668,独立董事
孙宏斌,男,52,600668,独立董事
汪澍,男,47,000761,董事长/董事
曹爱民,男,51,000761,副董事长/董事
韩革,男,49,000761,董事
黄兴华,男,55,000761,董事
金永利,男,60,000761,独立董事
钟田丽,女,62,000761,独立董事
赵希男,男,58,000761,独立董事
范建刚,男,64,601700,董事长/董事
杨俊,男,41,601700,董事
赵金元,男,56,601700,董事
赵建军,男,50,601700,董事
陆建忠,男,64,601700,独立董事
程木根,男,55,601700,独立董事
杨建平,男,63,601700,独立董事
刘文富,男,56,600812,副董事长/董事
魏岭,男,56,600812,董事
郑温雅,女,49,600812,董事
王慧,女,60,600812,独立董事
王金庭,男,68,600812,独立董事
李江涛,男,42,600812,独立董事
王虎根,男,68,600812,独立董事
王广基,男,65,600812,独立董事
王来春,女,51,002475,董事长/董事
王来胜,男,54,002475,副董事长/董事
叶怡伶,女,47,002475,董事
李斌,男,41,002475,董事
许怀斌,男,-1,002475,独立董事
张英,女,55,002475,独立董事
林一飞,男,43,002475,独立董事
赵殿清,男,56,600111,董事长/董事
汪辉文,男,57,600111,副董事长/董事
李金玲,男,50,600111,董事
王占成,男,51,600111,董事
杨占峰,男,55,600111,董事
邢立广,男,50,600111,董事
张丽华,女,40,600111,董事
张日辉,男,48,600111,董事
赵德贵,男,50,600111,董事
王晓铁,男,64,600111,独立董事
钱明星,男,55,600111,独立董事
祝社民,女,62,600111,独立董事
张鹏飞,男,51,600111,独立董事
苍大强,男,69,600111,独立董事
陈略,男,48,000018,董事长/董事
李尔龙,男,43,000018,副董事长/董事
梁荣,男,49,000018,副董事长/董事
田威,男,60,000018,董事
胡永峰,男,56,000018,董事
王镭,男,55,000018,董事
江崇光,男,43,000018,独立董事
张宇锋,男,55,000018,独立董事
唐建新,男,53,000018,独立董事
张兆勇,男,53,002025,董事长/董事
陈振宇,男,55,002025,副董事长/董事
王跃轩,男,53,002025,董事
李凌志,男,46,002025,董事
张卫,男,55,002025,董事
陈铤,男,44,002025,董事
刘瑞复,男,75,002025,独立董事
李纪南,男,67,002025,独立董事
陈怀谷,男,61,002025,独立董事
朱文明,男,51,002530,董事长/董事
向建华,男,52,002530,副董事长/董事
徐正军,男,47,002530,副董事长/董事
王毅,男,51,002530,董事
朱小军,男,43,002530,董事
夏晓宇,男,49,002530,董事
陈丽花,女,53,002530,独立董事
季小琴,女,55,002530,独立董事
夏维剑,男,51,002530,独立董事
张平,男,72,002160,董事长/董事
王伟,男,45,002160,董事
朱明,男,43,002160,董事
黄飞鹏,男,42,002160,董事
李永盛,男,68,002160,独立董事
顾维军,男,51,002160,独立董事
龚菊明,男,56,002160,独立董事
孙军,男,53,300108,董事长/董事
张亮,男,41,300108,董事
王德恒,男,39,300108,董事
卢忠奎,男,60,300108,董事
单亚明,男,41,300108,独立董事
陈国福,男,68,300108,独立董事
康少华,男,46,300108,独立董事
章德辉,男,50,600054,董事长/董事
陶平,男,52,600054,董事
孙峻,男,46,600054,董事
黄世稳,男,48,600054,董事
裴斌,男,53,600054,董事
迟武,男,52,600054,董事
高舜礼,男,54,600054,独立董事
陈俊,男,52,600054,独立董事
郭永清,男,44,600054,独立董事
蔡明通,男,66,603678,董事长/董事
蔡劲军,男,40,603678,副董事长/董事
陈婉霞,女,47,603678,董事
陈立富,男,55,603678,董事
王志强,男,51,603678,独立董事
邹友思,男,64,603678,独立董事
白劭翔,男,46,603678,独立董事
王国丰,男,56,200505,董事长/董事
王春立,男,50,200505,董事
赵寅虎,男,56,200505,董事
薛春雷,男,47,200505,董事
李少陵,男,55,200505,董事
姚刚,男,45,200505,独立董事
朱恒源,男,50,200505,独立董事
王欣新,男,66,200505,独立董事
卢少辉,男,57,000632,董事长/董事
蔡钦铭,男,44,000632,董事
钟立明,男,53,000632,董事
陈雄,男,63,000632,独立董事
王林,男,64,000632,独立董事
宗文峰,男,54,000798,董事长/董事
胡世保,男,52,000798,董事
刘振水,男,55,000798,董事
董恩和,男,55,000798,董事
周紫雨,男,49,000798,董事
肖金泉,男,60,000798,独立董事
郑洪涛,男,52,000798,独立董事
周俊利,女,46,000798,独立董事
冯志武,男,53,600691,董事长/董事
朱壮瑞,男,44,600691,董事
程彦斌,男,53,600691,董事
李广民,男,57,600691,董事
武跃华,男,48,600691,董事
张云雷,男,50,600691,董事
李端生,男,61,600691,独立董事
李海泉,男,68,600691,独立董事
孙水泉,男,54,600691,独立董事
郑召伟,男,40,300237,董事长/董事
张磊1,男,37,300237,副董事长/董事
李荣华,男,40,300237,董事
马景春,男,43,300237,董事
徐海芹,男,35,300237,董事
成君,女,38,300237,董事
金建显,男,49,300237,独立董事
