:START_ID,jobs,:END_ID,:TYPE
d14e08d1f5961906fce98b7a7fe9fcf9,名誉董事长/董事,300129,employ of
01269cb94f90c7be3732241da08091b7,董事长/董事,300129,employ of
8fa8cb6863531fe3b9febee0ff77f5f1,副董事长/董事,300129,employ of
13af238d23da30c9dc0580ecb3b279c7,董事,300129,employ of
50f8a25021610da4f334ee58480d17d6,董事,300129,employ of
66e8fec185937ddd452a5cc5bb359880,董事,300129,employ of
2ec692d5a2bc795ac4bb9500cc706960,董事,300129,employ of
b8b2e333f0e129a999c879b6f918c348,董事,300129,employ of
c06f99c929554b5ab4ddc659d0de8e19,独立董事,300129,employ of
38197b59d62d2f5950d61a448c212c89,独立董事,300129,employ of
30f439058cf297d6e8fe50855f366e35,独立董事,300129,employ of
893f3f33ecf99b15d0c1041e1860849c,独立董事,300129,employ of
f2dfee6ba34931a053f138ea20632541,独立董事,300129,employ of
ba17d18fafcc443a74c053d74807b9f8,董事长/董事,002141,employ of
9e9ab7e706b39156169a5fa27afd02b9,董事,002141,employ of
0e2e005a4a613b904fa2bf7ace5bda7e,董事,002141,employ of
4e872d560434f34f7bc7a606269ea8e8,独立董事,002141,employ of
1539354791e677be2249390005835e8b,独立董事,002141,employ of
e8ba3b11420fa288fe4ec0711ac8f7db,董事长/董事,600075,employ of
dc65d02379b633e2a48dad252a8e9f91,董事,600075,employ of
d03e544d90ece3f910eb7624a1bd250f,董事,600075,employ of
1660d60590c535fd1ee431e5abd05a59,董事,600075,employ of
9443229cc6dee107ab8b5df16931225a,董事,600075,employ of
c14b25b8862df8a1960657bf2c337020,董事,600075,employ of
41c02404d0a4721761fd89c67dd41246,独立董事,600075,employ of
ce4011dd8e5e7a1f0787227eac421398,独立董事,600075,employ of
0c70456091ce300938234ef0f7a614a2,独立董事,600075,employ of
c7867dfa2619050b845c7e6cb3ddc810,董事长/董事,600976,employ of
4b4511c1ae7eaa7075f1527a4a785a66,董事,600976,employ of
f7250d8a7a2b6c2ac7182b1e3500ab07,董事,600976,employ of
4e8447988946cddcae23dded0312a74c,董事,600976,employ of
c74984c06550e75c872e4065ff5f2d6f,董事,600976,employ of
965828ce18cd7f7852f7e33a5cd95de0,董事,600976,employ of
b9cba930ef83e4aae9b53d0a0044aef9,独立董事,600976,employ of
a7fe2398e4cadffd1e7d88c2f29aa9d3,独立董事,600976,employ of
0e2f6bf914e085aa425a4db7b3523039,独立董事,600976,employ of
2fbacc3e8df7f1b482f58942e504533e,董事长/董事,000890,employ of
c89922e7c49ef9e1d4ffd995a1794ce7,董事,000890,employ of
7d0df358f41c801d29a6898b0b2baf84,董事,000890,employ of
ce8a596d04268225b864182b42224272,董事,000890,employ of
c6561645e74b2e975baa1e3c55ef2226,董事,000890,employ of
21daa110aa0c4114a91b4a4ad9cd2480,董事,000890,employ of
52f5dd0fe05ddb4d3141c578b9c99835,董事,000890,employ of
7589113e1dc83a9501f51c6f4306ca7c,董事,000890,employ of
08febb8f83240f2844ffdb9d35c78eed,独立董事,000890,employ of
34573a89e706c159b5a9e63c256a671a,独立董事,000890,employ of
e30c9933ad81b226f60110b7f751f2c7,独立董事,000890,employ of
388c33e6cfd9734b72a1d0fcbc6383a0,独立董事,000890,employ of
93132c753362317a12d5b8ffceaed27d,董事长/执行董事,600999,employ of
f2129c2f1ee9319688e3c11765437a63,执行董事,600999,employ of
30f40f963448c70667698288c2e12a76,执行董事,600999,employ of
b9e9393fb2aa47e042648a710ed3e6cc,非执行董事,600999,employ of
a3bbdbfffb9e0fdb6ff7ebcf2c945907,非执行董事,600999,employ of
faccbf12644ff177ab10e01b9519c9ad,非执行董事,600999,employ of
0206787afc160a8f65966e5562e19fbf,非执行董事,600999,employ of
566ccf96081c1c3ae81cb3d9c0ac6a9c,非执行董事,600999,employ of
30c9587fe834c8d823f3c6773997a7be,非执行董事,600999,employ of
a5fc52104a02ae72240df18db5e5ea02,非执行董事,600999,employ of
4110c7dfc8883426ec78b61203b4b1d3,独立非执行董事,600999,employ of
0c7b3cdbddbaa22057bd05198f8330d3,独立非执行董事,600999,employ of
caeb5cfd25f743134d25e0dac7304e5f,独立非执行董事,600999,employ of
a36a9cadaa3ff5e47e387d2448fcf419,独立非执行董事,600999,employ of
875c4efb82b76243ab5b31e06c2cd762,独立非执行董事,600999,employ of
2f7fe7102c7d956804977a6cecf5bfb0,董事长/董事,600833,employ of
5326fa7f799f8fc3ce6b41fd466d9abb,副董事长/董事,600833,employ of
06a3e67ea90d19d8641e979aad8f45cb,董事,600833,employ of
07aa727f0014a0351fb901a361e9fc83,董事,600833,employ of
2e2b2b185a329681d5537b2d7bbc66b0,董事,600833,employ of
017033ce7978d58176b38cfaabdac616,独立董事,600833,employ of
8d35baabeadfc1918a2a026b15af9a79,独立董事,600833,employ of
bdc724ef184ed83c76b7fc51a0dd45e0,独立董事,600833,employ of
0551090fbe846184fdedd075d990ebc7,董事长/董事,600560,employ of
60c74d1e7ef7854d2ac386b4af32a4e6,董事,600560,employ of
ff80aaef142781c555c942f94075e073,董事,600560,employ of
840298c8a775aa39a4d2962ab241f655,董事,600560,employ of
164c56f3f6e1453651b80ecd1bb64ffd,董事,600560,employ of
dd3d212d438a5e14632312f608850448,董事,600560,employ of
921c2c744bfcf48631897fa5c52354fc,独立董事,600560,employ of
b5cb31769282352afb88311a0410cfe6,独立董事,600560,employ of
589540f08c06910f0f49a5596df1f7f7,独立董事,600560,employ of
fca0ea516de9eb1368f9d94827a68a4e,董事长/董事,002454,employ of
3f0f2ebecb1ff1457fe393eec64328ce,副董事长/董事,002454,employ of
66144635f13749682ce640177ef9de50,董事,002454,employ of
bd75d38f60f7da10834e45672dfe6e5f,董事,002454,employ of
aa281a95b50cbcfbb6d5c4c3138acbdc,董事,002454,employ of
0deef7166bdf33514ababa82a1f36cd9,董事,002454,employ of
375be327889ce9e927357856ecbcc07e,独立董事,002454,employ of
b6c09941478223c471857682554612a7,独立董事,002454,employ of
322bceb015b9fdcce13da75b9b82a639,独立董事,002454,employ of
7e938d0e178b5fc40ba8b1705717d863,董事长/董事,600130,employ of
10b307e5a1a670c5973f3579d298ea7e,董事,600130,employ of
68337d958ea3e9846a01aae661505b05,董事,600130,employ of
3eb7e11af9e2ba1c82126962e6678f5a,董事,600130,employ of
0e1685540f19d0c667b2d9b583ec77f2,独立董事,600130,employ of
3a8db33c98180d029d51faea2f1209a9,独立董事,600130,employ of
387441e6b4bdc4bb14a3f9efc3b83815,独立董事,600130,employ of
e4efa7bc1eda10a8c74392100423c0e3,董事长/非执行董事,000039,employ of
9d06ec25ad0eaeed8eb8204e49f02c8f,副董事长/非执行董事,000039,employ of
70e53c371af17f2f280c61481662831b,执行董事,000039,employ of
1d840384ab32228240aef885bccd6636,非执行董事,000039,employ of
88d458c1e275dac883c6a558c9bfaff5,非执行董事,000039,employ of
f1a77e436419c80235d965a07359ec37,独立非执行董事,000039,employ of
2f7aa689c523dfd78c47e4973bfb65e3,独立非执行董事,000039,employ of
4435ab9e59759d9be94fd8663a074fb1,独立非执行董事,000039,employ of
806aa630d57a711b2b29991b2a7f2867,董事长/董事,002004,employ of
3a08a303d8aea39de13df61075061ef6,董事,002004,employ of
9af013eed8d08368bcf93c15daa2e7db,董事,002004,employ of
a9008d64380fd3fee7ed5ef1713a779b,董事,002004,employ of
ac354fa4ed4bbf83697c93d47a076f11,董事,002004,employ of
1d9a937640e3237abb57ce7446843f8e,独立董事,002004,employ of
33b6f89e3e9b321fc75c03125da216cd,独立董事,002004,employ of
bcfb6233a2cb82f851724f0899e56641,独立董事,002004,employ of
a3b8f5ab886fa5a25e3552223f032d01,董事长/董事,000717,employ of
c0c328ec63b5c039a55458bfd9f8242e,董事,000717,employ of
34f5cbc771e0353f35b11e09cc968996,董事,000717,employ of
283ded2a636b7f44d68ecbc036943671,董事,000717,employ of
63e8b199d5221cf57adef740fb6ede7d,董事,000717,employ of
8879f5c1944af1e67763519b0173ee27,董事,000717,employ of
0e59a7fce06ea8be6fdb8132bf4d3439,董事,000717,employ of
2fb13797f6f2833b01887c068f90203e,独立董事,000717,employ of
832448b5b160e6530759abc458008660,独立董事,000717,employ of
e89c930b9967dc14970da12f2511e52d,独立董事,000717,employ of
b90f139d0e5da7f4fc1ae08dd12e0203,独立董事,000717,employ of
7ffbc4051ba9abdd65d2f4be274f5f33,董事长/董事,300312,employ of
89eb1ba9d2312f4eefe5cb28eee76629,副董事长/董事,300312,employ of
8502667d019b00b38a0bc4323e00f658,董事,300312,employ of
08099d9b194b7bbd388435acd1ac2021,董事,300312,employ of
71b96e03ee3bd4332e0c95e3ef23d1a0,独立董事,300312,employ of
41c487916cf75e6857f6e23c94b69af3,独立董事,300312,employ of
ed48358224943aed094b6c05d3d50fd3,独立董事,300312,employ of
64f9dbc3e8111da81157d43e44b1c812,董事长/董事,900933,employ of
aad2a18f6cf778a122942632d6846558,董事,900933,employ of
8bb81d7257bf4f22d1e5a6dc7f4efd6e,董事,900933,employ of
e8aaebecd1b68b36902b3996258826e7,董事,900933,employ of
a47ed2f96583d166fa3a7a6e1d302cfa,董事,900933,employ of
dd07f64909b74a59d3d40c6b0909084c,董事,900933,employ of
e447088563490e81ce2c2cb7154318a2,独立董事,900933,employ of
2471892d91d1ab25283018a4a9a2239b,独立董事,900933,employ of
4f39f91bd085968d92a8407eea0da754,独立董事,900933,employ of
d8198507f7cd2f7b53a71b8b57cd21d0,董事长/董事,002680,employ of
03d5cec68a586710163d8e96b73ba163,副董事长/董事,002680,employ of
a540c30f9a5cb3f31c8acd8e71fc18b7,董事,002680,employ of
b3547c969e76368df7bfde77866b0f60,董事,002680,employ of
c3aaaad74cded6e2e42e643321cededf,董事,002680,employ of
f615df292e9b022d83043aadaacbe15d,董事,002680,employ of
1beac0b56ceca85a2ab1eda5c73b9ec0,独立董事,002680,employ of
d3a7a40bf0b8763bfe4bd91fb59daa58,独立董事,002680,employ of
5e38b4dd43d3a060888a7877fbd68efa,独立董事,002680,employ of
3bc308f083b38452e213e4273b359baa,董事长/董事,603198,employ of
74538c53d2ffbef1835a1d1164e431ac,董事,603198,employ of
0b152983d4d3362b47e7017e2852e8d5,董事,603198,employ of
bf5061c4eda096590345465ce35b7eb4,董事,603198,employ of
adaa8f32098dce69e7716e7d608e224e,董事,603198,employ of
cd81cc471b784759cd3bfeeef9b45cf4,董事,603198,employ of
d9270bc7b874702d5fc3d55c83df088a,独立董事,603198,employ of
1524dbfbb2003dea1ba16d1a1e57ab75,独立董事,603198,employ of
f6371d41b2d5d1e931a510f9da36c458,独立董事,603198,employ of
d6adb0158b4b3830d7b9339e2258d9e7,董事长/董事,002395,employ of
39d23fb651c3764a84867921d29a509a,董事,002395,employ of
41fa6d8870a40e984c96bf8ff891d0d9,董事,002395,employ of
676c1dc0786549cb45a2f28b15f89c74,董事,002395,employ of
2c427ab7e1588b7584576c6c196588bd,董事,002395,employ of
9f6fb9eb9b884542010d2b8e35d8a347,董事,002395,employ of
2ad9198f54aaa0a83f255892b85de50f,独立董事,002395,employ of
47bc47950d31b226486850228216dc9d,独立董事,002395,employ of
13f85b48681723a2480d798ed58448c4,独立董事,002395,employ of
4c7a167d9ba19b3cf0e6ccc2905103eb,董事长/董事,000652,employ of
5cfa939be5f16de219fb8428ebdaccce,董事,000652,employ of
ca117e2ec54950ad5965287415906521,董事,000652,employ of
4edb1e3dd8db9ea5129cdcb601d3731d,董事,000652,employ of
7909025291a19ca428f627a524fcfb83,董事,000652,employ of
d82785a6db350712a8d6f77f0f49d789,董事,000652,employ of
70df897582dde857adb198ce6851551e,独立董事,000652,employ of
afc5107c55ebfd3e4ebfb725811d4533,独立董事,000652,employ of
7a6ad63d46954a26c651fac0ddf6ac1a,独立董事,000652,employ of
a123850dc4984d5456f0f272152e9e2c,董事长/董事,300257,employ of
5e61f2c056b751b276b3230a9b5bcd8b,董事,300257,employ of
db7572839f2548ade2ca3d59b96551f5,董事,300257,employ of
ae012b2d805a4bb7adff57e518e95c5a,董事,300257,employ of
b602575e49295ef157f2ab8e7ff62e9c,独立董事,300257,employ of
da85a358f64b059f578f1d308cac6156,独立董事,300257,employ of
2f3022b5bbaabbff3642090bd331d422,独立董事,300257,employ of
503e548bcabeda16981278337ce8c642,董事长/执行董事,601633,employ of
903f4f0ec15263d042c82f3a47f3bbf7,副董事长/执行董事,601633,employ of
39871f4c01a0d4ab8d70baac2406a0bc,执行董事,601633,employ of
b52ef817eaa9573104787012a07239cc,非执行董事,601633,employ of
eccd27d999907b8648d3a848353f6029,独立非执行董事,601633,employ of
0391019a2ef674d827d9dc885ea52c42,独立非执行董事,601633,employ of
155870bf8e065464da6737fbdea01ea5,独立非执行董事,601633,employ of
7ffbc4051ba9abdd65d2f4be274f5f33,董事长/董事,000828,employ of
29f3e9e858cff6d3d2adbcc854b261ce,董事,000828,employ of
3ce46c7e7f87e099db2c07b13f6c2463,董事,000828,employ of
b6f73487c34afd71abc1022d53bca676,独立董事,000828,employ of
a32c52be1e09a87a3deb459b4e52029e,独立董事,000828,employ of
d7b76c996bfccd23916a0c10aa13ee01,独立董事,000828,employ of
7118ac2e4ce7ce4b76a53f5131b134c9,董事长/董事,000982,employ of
86cdd30c780b2d10b5b19f13085233f4,董事,000982,employ of
abeeb4902beb72780473ef5bbd6dd63d,董事,000982,employ of
25c887001b9d54b3d049e8de0b494466,董事,000982,employ of
90c7e566a6bfb70dd170a680935aa8d1,董事,000982,employ of
2eb0ea82f19d9490faad17b80dc1edc0,独立董事,000982,employ of
7ce20852e0f694c8cc9cc9262669462c,独立董事,000982,employ of
f0d89ee2dbb81b9f7567d50dadd45bb4,独立董事,000982,employ of
71fd35efcc1b8c23d3a9f0776aa66b96,董事长/董事,601799,employ of
ae81c399c454577dfa34eb8d08a64f77,董事,601799,employ of
350d2cf360f620a73d22e35390e026fe,董事,601799,employ of
461f0ac05cd68f1761cc44508e4e89bd,董事,601799,employ of
4497ce1630c88b8a70aa020f6244b257,独立董事,601799,employ of
dd242dffc2410ce1753d48596333e2fc,独立董事,601799,employ of
07470b90f15280113f9628fab2eabcee,独立董事,601799,employ of
d62130672907ac4045887f6253dfef6a,董事长/董事,600022,employ of
aa4a320d8a01c52e420e4e201bd8c44b,副董事长/董事,600022,employ of
7eb3336f8d7198f50d4b9a6e37f8ba15,董事,600022,employ of
70858da6969630ab521cfb6e2b84def7,董事,600022,employ of
6037c699f4d7dae6f4c0b7e71aa29ba1,独立董事,600022,employ of
74d6fca83b9310555df5e962b5a1c7e6,独立董事,600022,employ of
6f10f9227f2e0b95701536263165027c,独立董事,600022,employ of
61addbf0e6352945d943c72cf90cba7a,独立董事,600022,employ of
cb91ab3e1128a89bef192cf7dc74c79c,独立董事,600022,employ of
c221d27330086ff5e9de7094d91cbf0a,董事长/董事,002116,employ of
b7900fb671ef73c704211f8a7e1f788c,董事,002116,employ of
85a85c572962a6045144ad7a5889c2c7,董事,002116,employ of
22b41352ec2bea98fabd1cba5a3cc968,董事,002116,employ of
9400a48b26c9e2150693cf63559ee1a7,董事,002116,employ of
4acfe1d12f8f48288f24c92be9e17179,董事,002116,employ of
02c8c33e821c59c789e34477c8003834,独立董事,002116,employ of
d2488a524b6b78a3c396e7198081b2bf,独立董事,002116,employ of
d6f9dd12fa3383e4572a8db6b35d16e6,独立董事,002116,employ of
8a59cc71318baa3edfe757d0050cdcd8,独立董事,002116,employ of
8231b446f0d2cf62b31a6f1bfa28e828,董事长/董事,600188,employ of
ffb031550e9681adbe2223cc408d48fc,副董事长/董事,600188,employ of
765613e14ce94d667e64e2a82c401103,董事,600188,employ of
04d5f136758f6874320c19c78e504aec,董事,600188,employ of
c2cf279176c57bcef21f56a7812fad63,董事,600188,employ of
46d35540339dfda48634b277414e8da2,董事,600188,employ of
3c66212a2df6b2eaca8dc6894da25c78,独立董事,600188,employ of
bae07d2cde09655b80f9ab0015de1c66,独立董事,600188,employ of
c714896a61a879d7108e60161b5fe96e,独立董事,600188,employ of
65e61c29a523a68f1467b84a3b2fc73c,独立董事,600188,employ of
bdb8ae24652ed510fdc4164a840d5c1e,职工董事,600188,employ of
dc66abae4a9c59ee5b4b1b498e523c75,董事长/董事,002546,employ of
4d0f9e381b18d8375a9488ee9239159c,副董事长/董事,002546,employ of
543574b1f7709ac7191c7c87f467b00b,董事,002546,employ of
81c3a87df08c38cd55e0dba543c6d2da,董事,002546,employ of
f960bae0f3895ad4261b4c9516dcedfc,董事,002546,employ of
387f5810ee593f125c6992711d67ca46,董事,002546,employ of
f58e36eeafeba83f7eae9bdd9fdde3f2,独立董事,002546,employ of
e967aad9bc40e03798295f9d804a65a7,独立董事,002546,employ of
6c7a9b178e836d1a0d507fd1757e8da1,独立董事,002546,employ of
42fe4cbbe6338571515dceb4d4dadc95,董事长/董事,002053,employ of
66e6fdab7305e176c715fdcbc0ad8d2c,董事,002053,employ of
68f2cd2db9863b80b6c4c421b28adf9f,董事,002053,employ of
e32d78bbc02973561449459df20c5356,董事,002053,employ of
7689904e883a52995c073f1142e92336,董事,002053,employ of
3fe7cf041ed362d9522dc76eee1d1116,董事,002053,employ of
f958d2efa63561820c6119db43f7741c,独立董事,002053,employ of
e400fc72e4fb1a3ae64287e3372443c5,独立董事,002053,employ of
304500b37feaaa09b22b7a6954807e1b,独立董事,002053,employ of
c9ba85c6070b5bf86324e129c18f901d,董事长/董事,000594,employ of
cc8bea84537b8eb5a627468d3172a0fc,董事,000594,employ of
a8e682942475e4d28766d939a73d2a01,董事,000594,employ of
96b14df429691234c431339592a61fd8,独立董事,000594,employ of
c08eb174545090fd59ae24f81040de53,独立董事,000594,employ of
0306aaf57a590b7bc7ee1b939881a7f3,独立董事,000594,employ of
27841ef76a8cc03d147a58390d60b7dc,董事长/董事,600167,employ of
ecec98d915f1aa3f740be8fed8337387,董事,600167,employ of
568e38a1d3e8757832fdd9a75ade2f6b,董事,600167,employ of
f22b678b03c47ff0158a74be1335efd5,董事,600167,employ of
e0143e36af1a434f77e23224b4e0a246,独立董事,600167,employ of
3a55bbd837af6f36b865a9da22f96eb3,独立董事,600167,employ of
bfa42e23d214e9adb128b0e122ae5dae,独立董事,600167,employ of
0f17fd91824ff6b4e742eed592caf0af,董事长/董事,002403,employ of
2555635e64c9c45e66ff6d2dcda2c21c,董事,002403,employ of
65c35ee08192fcf53043f5d58db3278e,董事,002403,employ of
2efed4e8c10b8badf29b8a255d176b05,董事,002403,employ of
4140ff2b1c5b2aa67ae165ca199effd6,独立董事,002403,employ of
9ce854ac564a1a4c0787a5f961d61a7f,独立董事,002403,employ of
d7fb13e1ac4c000eb8ce489e1daa3cc2,独立董事,002403,employ of
61c64d6f430a6dacad7a51dc32b4a65b,董事长/董事,300191,employ of
8ba08bcc8d9bc328e3e91ec2fe132e40,董事,300191,employ of
feb7df36ae5f5ebb5bd03eb7e8add3e4,董事,300191,employ of
4efac9548cf784724d17970fca7fd131,董事,300191,employ of
ff945ea9c2d6235ffa090d6ead399830,独立董事,300191,employ of
1a32edc981d4171930423dbf526bb615,独立董事,300191,employ of
e544e52808c05e9d4ee240470982b17b,独立董事,300191,employ of
8044eaa63b917db5fa2741abfff6a92c,董事长/董事,600537,employ of
35f3a3bccc3e33a293528bb4e79f5e95,董事,600537,employ of
347745908fd5ee7a203bc7b08ec8c53c,董事,600537,employ of
49641b5756b36eba8082071bf07189be,董事,600537,employ of
b08256bebbb1bac13c75843cdebf9bd5,董事,600537,employ of
6ccc4a6b4cfb8fa62c5b1b3ebe41eeef,董事,600537,employ of
5aac9455a04e478e3ef0a25885763bef,独立董事,600537,employ of
47bc47950d31b226486850228216dc9d,独立董事,600537,employ of
034142ddbfdd06d9ac951ac58b26da6f,独立董事,600537,employ of
6f382449b5861074fffa7669ea7cb1bf,董事长/董事,600864,employ of
a67889457cc252264c36fc880c6f2a4c,副董事长/董事,600864,employ of
d59c5ff95b8365547148000ae53e3be3,董事,600864,employ of
2d6ff5933bb1c2bbbfea7aebb7928df0,董事,600864,employ of
bbcfa24874fcc1d0753c7a534ab32b28,董事,600864,employ of
88408b8f13591381ebeaa05ea9f38501,董事,600864,employ of
6d3145df9051f7404797c1a431b3099a,独立董事,600864,employ of
2f17926bb4f4c7fbb02c0a8a708102d7,独立董事,600864,employ of
1435cd13e735024f8c06d82fc4556502,独立董事,600864,employ of
aa1428f494bc1e512b2ca034002b971e,董事长/董事,601019,employ of
9cbf1e1ca7354e39ad97202e7bd538f3,副董事长/董事,601019,employ of
93add2f14f0e139f04c19ab6804bf77e,董事,601019,employ of
2d335325902559ba5116e4adc82a542e,董事,601019,employ of
af2864316dce9ce72700181c0116ed8c,董事,601019,employ of
dcf1bfaced9ed1bcc8f18744322d5125,独立董事,601019,employ of
6f10f9227f2e0b95701536263165027c,独立董事,601019,employ of
3ae3e09f96b5c65d1313cc7f81573c5d,独立董事,601019,employ of
