,ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio
7428,300016.SZ,20190726,20190630,重庆三峡油漆股份有限公司,44350000.0,9.07
7429,300016.SZ,20190726,20190630,段贤柱,3942975.0,0.81
7430,300016.SZ,20190726,20190630,中国银行股份有限公司-华泰柏瑞量化增强混合型证券投资基金,3813446.0,0.78
7431,002058.SZ,20190430,20190331,深圳昭时股权投资基金管理有限公司,7040300.0,4.91
7432,002058.SZ,20190430,20190331,韶关金启利贸易有限公司,6745719.0,4.7
7433,002058.SZ,20190430,20190331,安庆市金安汇汽车配件制造有限公司,14327150.0,9.99
7434,002058.SZ,20190430,20190331,李怡新,2899636.0,2.02
7435,002058.SZ,20190430,20190331,华紫嫣,2800000.0,1.95
7436,002058.SZ,20190430,20190331,刘涅贞,4264550.0,2.97
7437,002058.SZ,20190430,20190331,中央汇金资产管理有限责任公司,3147500.0,2.19
7438,002058.SZ,20190430,20190331,史久武,1801656.0,1.26
7439,002058.SZ,20190430,20190331,潘瑞青,2511100.0,1.75
7440,002058.SZ,20190430,20190331,上海紫竹高新区(集团)有限公司,35020706.0,24.41
7441,002059.SZ,20190715,20190716,华侨城集团有限公司,183679720.0,18.14
7442,002059.SZ,20190715,20190716,云南世博旅游控股集团有限公司,361883986.0,35.74
7443,002059.SZ,20190520,20190516,云南世博广告有限公司,40159000.0,5.5
7444,002059.SZ,20190520,20190516,云南合和(集团)股份有限公司,37979946.0,5.2
7445,002059.SZ,20190520,20190516,云南世博旅游控股集团有限公司,361883986.0,49.52
7446,002059.SZ,20190424,20190331,云南世博广告有限公司,40159000.0,5.5
7447,002059.SZ,20190424,20190331,严志平,14424175.0,1.97
7448,002059.SZ,20190424,20190331,中央汇金资产管理有限责任公司,6236800.0,0.85
7449,002059.SZ,20190424,20190331,云南合和(集团)股份有限公司,37979946.0,5.2
7450,002059.SZ,20190424,20190331,上海博观投资管理有限公司-博观臻选三期证券投资基金,7000000.0,0.96
7451,000166.SZ,20190430,20190331,中国建银投资有限责任公司,6596306947.0,29.27
7452,000166.SZ,20190430,20190331,中央汇金投资有限责任公司,5020606527.0,22.28
7453,000166.SZ,20190430,20190331,中国光大集团股份公司,999000000.0,4.43
7454,000166.SZ,20190430,20190331,四川发展(控股)有限责任公司,1124543633.0,4.99
7455,000166.SZ,20190430,20190331,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001深,273720000.0,1.21
7456,000166.SZ,20190430,20190331,新疆金融投资有限公司,570904440.0,2.53
7457,000166.SZ,20190430,20190331,中国证券金融股份有限公司,635215426.0,2.82
7458,000166.SZ,20190430,20190331,上海久事(集团)有限公司,1212810389.0,5.38
7459,000166.SZ,20190430,20190331,浙江中国小商品城集团股份有限公司,125427338.0,0.56
7460,000166.SZ,20190430,20190331,中央汇金资产管理有限责任公司,197390385.0,0.88
7461,002736.SZ,20190430,20190331,广发基金-农业银行-广发中证金融资产管理计划,27792800.0,0.34
7462,002736.SZ,20190430,20190331,云南合和(集团)股份有限公司,1374763407.0,16.77
7463,002736.SZ,20190430,20190331,银华基金-农业银行-银华中证金融资产管理计划,27792800.0,0.34
7464,002736.SZ,20190430,20190331,易方达基金-农业银行-易方达中证金融资产管理计划,27792800.0,0.34
7465,002736.SZ,20190430,20190331,深圳市投资控股有限公司,2749526814.0,33.53
7466,002736.SZ,20190430,20190331,华夏基金-农业银行-华夏中证金融资产管理计划,27792800.0,0.34
7467,002736.SZ,20190430,20190331,嘉实基金-农业银行-嘉实中证金融资产管理计划,27792800.0,0.34
7468,002736.SZ,20190430,20190331,华润深国投信托有限公司,2062145110.0,25.15
7469,002736.SZ,20190430,20190331,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,27792800.0,0.34
7470,002736.SZ,20190430,20190331,大成基金-农业银行-大成中证金融资产管理计划,27792800.0,0.34
7471,002091.SZ,20190531,20190529,张家港保税区盛泰投资有限公司,106579707.0,6.8166
7472,002091.SZ,20190531,20190529,江苏国泰国际贸易有限公司,520634425.0,33.2985
7473,002091.SZ,20190528,20190331,江苏国泰国际贸易有限公司,524348835.0,33.38
7474,002091.SZ,20190430,20190331,江苏国泰华鼎投资有限公司,36185251.0,2.3
7475,002091.SZ,20190430,20190331,张家港市金茂创业投资有限公司,31280000.0,1.99
7476,002091.SZ,20190430,20190331,张家港市金城融创投资管理有限公司,33967799.0,2.16
7477,002091.SZ,20190430,20190331,上海纺织投资管理有限公司,27891219.0,1.78
7478,002091.SZ,20190430,20190331,张家港市凤凰文化旅游发展有限公司,29192307.0,1.86
7479,002091.SZ,20190430,20190331,江苏国泰国际集团有限公司,524348835.0,33.38
7480,002091.SZ,20190430,20190331,山东省国有资产投资控股有限公司,28600000.0,1.82
7481,002094.SZ,20190429,20190331,蔡燕芬,13539798.0,1.96
7482,002094.SZ,20190429,20190331,人人乐连锁商业集团股份有限公司,25219658.0,3.64
7483,002094.SZ,20190429,20190331,珠海新能联合投资合伙企业(有限合伙),34000000.0,4.91
7484,002094.SZ,20190429,20190331,张立海,11622385.0,1.68
7485,002094.SZ,20190429,20190331,全国社保基金四零三组合,29757222.0,4.3
7486,002094.SZ,20190429,20190331,华夏基金-浦发银行-华夏基金-中植产投-定增1号资产管理计划,14004576.0,2.02
7487,002094.SZ,20190429,20190331,蓝色经济区产业投资基金(有限合伙),11670479.0,1.69
7488,002094.SZ,20190429,20190331,杭州悠飞品牌管理合伙企业(普通合伙),16855750.0,2.43
7489,002094.SZ,20190429,20190331,青岛金王国际运输有限公司,147898322.0,21.36
7490,002094.SZ,20190429,20190331,佳和美资产管理有限公司,32411525.0,4.68
7491,300673.SZ,20190730,20190630,陈振标,53100000.0,36.28
7492,300673.SZ,20190730,20190630,陈振录,20361600.0,13.91
7493,300673.SZ,20190730,20190630,郑香兰,5400000.0,3.69
7494,300673.SZ,20190730,20190630,陈林艺,5220000.0,3.57
7495,300673.SZ,20190730,20190630,平阳荣诚投资有限公司,4950000.0,3.38
7496,300673.SZ,20190730,20190630,陈宝琳,4320000.0,2.95
7497,300673.SZ,20190730,20190630,林明霞,3870000.0,2.64
7498,300673.SZ,20190730,20190630,中山联动第一期股权投资中心(有限合伙),2599560.0,1.78
7499,300673.SZ,20190730,20190630,北京泓石股权投资管理中心(有限合伙),1980000.0,1.35
7500,300673.SZ,20190730,20190630,江苏天沃投资控股有限公司,989869.0,0.68
7501,002939.SZ,20190425,20190331,深圳新江南投资有限公司,383437823.0,12.36
7502,002939.SZ,20190425,20190331,四川长虹电子控股集团有限公司,68607421.0,2.21
7503,002939.SZ,20190425,20190331,中核财务有限责任公司,105000000.0,3.38
7504,002939.SZ,20190425,20190331,福建湄洲湾控股有限公司,39792304.0,1.28
7505,002939.SZ,20190425,20190331,福建九华发展股份有限公司,30187265.0,0.97
7506,002939.SZ,20190425,20190331,华能资本服务有限公司,1439224420.0,46.38
7507,002939.SZ,20190425,20190331,深圳能源集团股份有限公司,393972330.0,12.69
7508,002939.SZ,20190425,20190331,上海仪电(集团)有限公司,43000000.0,1.39
7509,002939.SZ,20190425,20190331,广东宝丽华新能源股份有限公司,49934230.0,1.61
7510,002939.SZ,20190425,20190331,新疆生产建设兵团国有资产经营有限责任公司,30187265.0,0.97
7511,002500.SZ,20190423,20190331,北京中吉金投资产管理有限公司-中吉金投-稳赢2号投资基金,45446000.0,1.61
7512,002500.SZ,20190423,20190331,山西省科技基金发展有限公司,17000000.0,0.6
7513,002500.SZ,20190423,20190331,中国银河证券股份有限公司约定购回专用账户,21080000.0,0.75
7514,002500.SZ,20190423,20190331,中央汇金资产管理有限责任公司,40619400.0,1.44
7515,002500.SZ,20190423,20190331,香港中央结算有限公司(陆股通),23856627.0,0.84
7516,002500.SZ,20190423,20190331,河南省安融房地产开发有限公司,25840351.0,0.91
7517,002500.SZ,20190423,20190331,山西国际电力集团有限公司,199268856.0,7.04
7518,002500.SZ,20190423,20190331,太原钢铁(集团)有限公司,282605635.0,9.99
7519,002500.SZ,20190423,20190331,山西金融投资控股集团有限公司,865314455.0,30.59
7520,002500.SZ,20190423,20190331,郑州市热力总公司,26401342.0,0.93
7521,002797.SZ,20190509,20190513,北京首都创业集团有限公司,464686400.0,13.27
7522,002797.SZ,20190509,20190513,浙江航民实业集团有限公司,247171786.0,7.06
7523,002797.SZ,20190509,20190513,华熙昕宇投资有限公司,539718400.0,15.41
7524,002797.SZ,20190509,20190513,能兴控股集团有限公司,297334400.0,8.49
7525,002797.SZ,20190425,20190331,能兴控股集团有限公司,297334400.0,8.49
7526,002797.SZ,20190425,20190331,华熙昕宇投资有限公司,539718400.0,15.41
7527,002797.SZ,20190425,20190331,全国社会保障基金理事会转持二户,35040000.0,1.0
7528,002797.SZ,20190425,20190331,香港中央结算有限公司(陆股通),47067036.0,1.34
7529,002797.SZ,20190425,20190331,北京太伟控股(集团)有限公司,56412512.0,1.61
7530,002797.SZ,20190425,20190331,深圳市鑫隆生投资有限公司,20500000.0,0.59
7531,002786.SZ,20190429,20190331,天津中银实业发展有限公司,136266000.0,35.74
7532,002786.SZ,20190429,20190331,深圳市宝山鑫投资发展有限公司,97200000.0,25.5
7533,002786.SZ,20190429,20190331,全国社会保障基金理事会转持二户,9534000.0,2.5
7534,002786.SZ,20190429,20190331,上海承芯企业管理合伙企业(有限合伙),2748644.0,0.72
7535,002786.SZ,20190429,20190331,中融鼎(深圳)投资有限公司-中融鼎秋天对冲私募基金,1903300.0,0.5
7536,002786.SZ,20190429,20190331,刘芳,1761096.0,0.46
7537,002786.SZ,20190429,20190331,中国建设银行股份有限公司-信达澳银领先增长混合型证券投资基金,1252185.0,0.33
7538,002786.SZ,20190429,20190331,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,1201182.0,0.32
7539,002786.SZ,20190429,20190331,天津力合创赢股权投资基金合伙企业(有限合伙),2201420.0,0.58
7540,002786.SZ,20190429,20190331,常州力合华富创业投资有限公司,1233100.0,0.32
7541,300271.SZ,20190508,20190507,邵学,146034655.0,18.02
7542,300271.SZ,20190422,20190424,邵学,150634655.0,18.59
7543,300271.SZ,20190429,20190331,香港中央结算有限公司(陆股通),27646519.0,3.66
7544,300271.SZ,20190429,20190331,易方达创业板交易型开放式指数证券投资基金,9672514.0,1.28
7545,300271.SZ,20190429,20190331,邵学,150634655.0,19.97
7546,300271.SZ,20190429,20190331,全国社保基金四一八组合,12476198.0,1.65
7547,300271.SZ,20190429,20190331,夏郁葱,10316318.0,1.37
7548,300271.SZ,20190429,20190331,任刚,20988898.0,2.78
7549,300271.SZ,20190429,20190331,王莉丽,10209392.0,1.35
7550,300271.SZ,20190429,20190331,任涛,16790395.0,2.23
7551,002065.SZ,20190430,20190331,中央汇金资产管理有限责任公司,22882800.0,0.73
7552,002065.SZ,20190430,20190331,东华软件股份公司-第一期员工持股计划,26412422.0,0.85
7553,002065.SZ,20190430,20190331,北京东华诚信投资管理中心(有限合伙),137063046.0,4.4
7554,002065.SZ,20190430,20190331,北京东华诚信电脑科技发展有限公司,635970080.0,20.41
7555,002065.SZ,20190430,20190331,北京合创电商投资顾问中心(有限合伙),140952852.0,4.52
7556,002065.SZ,20190430,20190331,薛向东,393069684.0,12.62
7557,002065.SZ,20190430,20190331,中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金,38240489.0,1.23
7558,002065.SZ,20190430,20190331,香港中央结算有限公司(陆股通),25897209.0,0.83
7559,002065.SZ,20190430,20190331,中国证券金融股份有限公司,66725398.0,2.14
7560,002065.SZ,20190430,20190331,爱尔医疗投资集团有限公司,39816969.0,1.28
7561,002153.SZ,20190429,20190331,淘宝(中国)软件有限公司,139428753.0,13.06
7562,002153.SZ,20190429,20190331,中央汇金资产管理有限责任公司,18010800.0,1.69
7563,002153.SZ,20190429,20190331,陈国强,9375625.0,0.88
7564,002153.SZ,20190429,20190331,香港中央结算有限公司(陆股通),7738850.0,0.72
7565,002153.SZ,20190429,20190331,全国社保基金一一二组合,8884231.0,0.83
7566,002153.SZ,20190429,20190331,交通银行股份有限公司-富国天益价值混合型证券投资基金,8600000.0,0.81
7567,002153.SZ,20190429,20190331,焦梅荣,38700720.0,3.63
7568,002153.SZ,20190429,20190331,李仲初,584236800.0,54.73
7569,002153.SZ,20190429,20190331,北京业勤投资有限公司,36600000.0,3.43
7570,002153.SZ,20190429,20190331,中国工商银行股份有限公司-东方红沪港深灵活配置混合型证券投资基金,7645413.0,0.72
7571,300711.SZ,20190426,20190331,广州无线电集团有限公司,4824000.0,3.35
7572,300711.SZ,20190426,20190331,全国社会保障基金理事会转持一户,3610000.0,2.5
7573,300711.SZ,20190426,20190331,雷立军,564600.0,0.39
7574,300711.SZ,20190426,20190331,许德全,400000.0,0.28
7575,300711.SZ,20190426,20190331,马丽娅,367300.0,0.25
7576,300711.SZ,20190426,20190331,赵智勇,269702.0,0.19
7577,300711.SZ,20190426,20190331,孙业全,256000.0,0.18
7578,300711.SZ,20190426,20190331,广州智能装备产业集团有限公司,76444372.0,53.01
7579,300711.SZ,20190426,20190331,广州联电集团有限公司,12850582.0,8.91
7580,300711.SZ,20190426,20190331,广州市盛邦投资有限公司,4824000.0,3.35
7581,300687.SZ,20190425,20190331,广州意成投资合伙企业(有限合伙),3966500.0,2.73
7582,300687.SZ,20190425,20190331,广州意道投资合伙企业(有限合伙),3563980.0,2.46
7583,300687.SZ,20190425,20190331,刘伟超,13207320.0,9.1
7584,300687.SZ,20190425,20190331,欧阳湘英,8838000.0,6.09
7585,300687.SZ,20190425,20190331,广州意拓投资合伙企业(有限合伙),4118460.0,2.84
7586,300687.SZ,20190425,20190331,刘国华,11372400.0,7.84
7587,300687.SZ,20190425,20190331,张成康,23808629.0,16.41
7588,300687.SZ,20190425,20190331,佛山市美的投资管理有限公司,17496000.0,12.06
7589,300687.SZ,20190425,20190331,曹金乔,7090200.0,4.89
7590,300687.SZ,20190425,20190331,珠海高瓴天成股权投资基金(有限合伙),4913980.0,3.39
7591,002063.SZ,20190729,20190726,陈利浩,84487711.0,9.95
7592,002063.SZ,20190729,20190726,西部信托有限公司-西部信托·陕煤-朱雀产业投资单一资金信托,42000000.0,4.94
7593,002063.SZ,20190729,20190726,国网电子商务有限公司,90275039.0,10.63
7594,002063.SZ,20190729,20190726,国电电力发展股份有限公司,52642275.0,6.2
7595,002063.SZ,20190426,20190331,国电电力发展股份有限公司,52642275.0,6.2
7596,002063.SZ,20190426,20190331,中国证券金融股份有限公司,18555482.0,2.18
7597,002063.SZ,20190426,20190331,西部信托有限公司-西部信托·陕煤-朱雀产业投资单一资金信托,42000000.0,4.94
7598,002063.SZ,20190426,20190331,黄建元,5715679.0,0.67
7599,002063.SZ,20190426,20190331,陈利浩,84487711.0,9.95
7600,002063.SZ,20190426,20190331,中信信托有限责任公司-朱雀9期,5770647.0,0.68
7601,002095.SZ,20190622,20190621,浙江网盛投资管理有限公司,120685798.0,47.75
7602,002095.SZ,20190622,20190621,杭州涉其网络有限公司,17906400.0,7.09
7603,002095.SZ,20190427,20190331,中央汇金资产管理有限责任公司,2376700.0,0.94
7604,002095.SZ,20190427,20190331,赵天琪,1633900.0,0.65
7605,002095.SZ,20190427,20190331,杭州涉其网络有限公司,17906400.0,7.09
7606,002095.SZ,20190427,20190331,裔玉凤,2262165.0,0.9
7607,002095.SZ,20190427,20190331,甄莉,2347430.0,0.93
7608,002095.SZ,20190427,20190331,浙江网盛投资管理有限公司,120901798.0,47.84
7609,002095.SZ,20190427,20190331,彭兵,1010348.0,0.4
7610,002095.SZ,20190427,20190331,李寒冰,1091920.0,0.43
7611,300376.SZ,20190704,20190701,新余市慧盟投资有限公司,172704000.0,7.42
7612,300376.SZ,20190704,20190701,扬州东方集团有限公司,1300012588.0,55.8452
7613,300376.SZ,20190427,20190331,中铁宝盈资产-包商银行-丰朴投资控股有限公司,61823700.0,2.66
7614,300376.SZ,20190427,20190331,华融证券-平安银行-华融股票宝21号集合资产管理计划,57299044.0,2.46
7615,300376.SZ,20190427,20190331,民生加银基金-平安银行-方正东亚信托有限责任公司,50008304.0,2.15
7616,300376.SZ,20190427,20190331,哈尔滨融顺资产管理有限责任公司,15930000.0,0.68
7617,300376.SZ,20190427,20190331,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,9565200.0,0.41
7618,300376.SZ,20190427,20190331,陈跃东,9624740.0,0.41
7619,300376.SZ,20190427,20190331,创金合信基金-招商银行-广东华兴银行股份有限公司,53015400.0,2.28
7620,300376.SZ,20190427,20190331,何宇,14746329.0,0.63
7621,002015.SZ,20190614,20190618,上海其辰投资管理有限公司,783413333.0,57.93
7622,002015.SZ,20190614,20190618,协鑫创展控股有限公司,86204109.0,6.37
7623,002015.SZ,20190426,20190331,赵方平,3310053.0,0.83
7624,002015.SZ,20190426,20190331,王燕清,3190000.0,0.8
7625,002015.SZ,20190426,20190331,黄俊潮,3053500.0,0.76
7626,002015.SZ,20190426,20190331,协鑫科技控股有限公司,86204109.0,21.51
7627,002015.SZ,20190426,20190331,李湘南,2850000.0,0.71
7628,002015.SZ,20190426,20190331,甘霖,9432104.0,2.35
7629,002015.SZ,20190426,20190331,高峻,7000061.0,1.75
7630,002015.SZ,20190426,20190331,朱黄飞,6237036.0,1.56
7631,300609.SZ,20190426,20190331,上海祥禾泓安股权投资合伙企业(有限合伙),10891000.0,10.79
7632,300609.SZ,20190426,20190331,天津红杉聚业股权投资合伙企业(有限合伙),8501273.0,8.43
7633,300609.SZ,20190426,20190331,中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金,2582945.0,2.56
7634,300609.SZ,20190426,20190331,中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金,2564806.0,2.54
7635,300609.SZ,20190426,20190331,中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金,1559993.0,1.55
7636,300609.SZ,20190426,20190331,中国农业银行股份有限公司-博时裕隆灵活配置混合型证券投资基金,1333418.0,1.32
7637,300609.SZ,20190426,20190331,刘宁,1181250.0,1.17
7638,300609.SZ,20190426,20190331,宁波奉化区财晟致悟投资合伙企业(有限合伙),1013500.0,1.0
7639,300609.SZ,20190426,20190331,张宏俊,39540000.0,39.19
7640,300609.SZ,20190426,20190331,薛宏伟,3712500.0,3.68
7641,002016.SZ,20190427,20190331,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),2551119.0,0.32
7642,002016.SZ,20190427,20190331,中国工商银行-富国中证红利指数增强型证券投资基金,2598800.0,0.32
7643,002016.SZ,20190427,20190331,朱晓东,2713600.0,0.34
7644,002016.SZ,20190427,20190331,高艳,2937202.0,0.36
7645,002016.SZ,20190427,20190331,日喀则市世荣投资管理有限公司,3000000.0,0.37
7646,002016.SZ,20190427,20190331,郭凤英,2109801.0,0.26
7647,002016.SZ,20190427,20190331,罗建华,2347916.0,0.29
7648,002016.SZ,20190427,20190331,甘培利,1699400.0,0.21
7649,002016.SZ,20190427,20190331,梁家荣,163000000.0,20.15
7650,002016.SZ,20190427,20190331,梁社增,433440000.0,53.57
7651,002029.SZ,20190425,20190331,周永伟,5673000.0,0.75
7652,002029.SZ,20190425,20190331,华夏基金-农业银行-华夏中证金融资产管理计划,4853000.0,0.64
7653,002029.SZ,20190425,20190331,福建七匹狼集团有限公司,259136718.0,34.29
7654,002029.SZ,20190425,20190331,大成基金-农业银行-大成中证金融资产管理计划,4853000.0,0.64
7655,002029.SZ,20190425,20190331,南方基金-农业银行-南方中证金融资产管理计划,4853000.0,0.64
7656,002029.SZ,20190425,20190331,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,4853000.0,0.64
7657,002029.SZ,20190425,20190331,博时基金-农业银行-博时中证金融资产管理计划,4853000.0,0.64
7658,002029.SZ,20190425,20190331,中央汇金资产管理有限责任公司,13005000.0,1.72
7659,002029.SZ,20190425,20190331,嘉实基金-农业银行-嘉实中证金融资产管理计划,4853000.0,0.64
7660,002029.SZ,20190425,20190331,中欧基金-农业银行-中欧中证金融资产管理计划,4853000.0,0.64
7661,300605.SZ,20190704,20190701,魏晓婷,6059582.0,5.4982
7662,300605.SZ,20190704,20190701,福建新一代信息技术创业投资有限合伙企业,6878511.0,6.24
7663,300605.SZ,20190704,20190701,魏晓曦,36357497.0,32.9895
7664,300605.SZ,20190704,20190701,欧霖杰,13638534.0,12.3751
7665,300605.SZ,20190619,20190617,福建新一代信息技术创业投资有限合伙企业,6878611.0,6.24
7666,300605.SZ,20190619,20190617,魏晓婷,6059582.0,5.4982
7667,300605.SZ,20190619,20190617,欧霖杰,13638534.0,12.3751
7668,300605.SZ,20190619,20190617,魏晓曦,36357497.0,32.9895
7669,300605.SZ,20190618,20190614,福建新一代信息技术创业投资有限合伙企业,6999211.0,6.35
7670,300605.SZ,20190618,20190614,魏晓曦,36357497.0,33.06
7671,002030.SZ,20190430,20190331,广州中大控股有限公司,132609088.0,16.63
7672,002030.SZ,20190430,20190331,何蕴韶,19305779.0,2.42
7673,002030.SZ,20190430,20190331,周新宇,10702117.0,1.34
7674,002030.SZ,20190430,20190331,广州珠江实业集团有限公司,9369534.0,1.17
7675,002030.SZ,20190430,20190331,鹏华资产-浦发银行-鹏华资产金润21号资产管理计划,7678909.0,0.96
7676,002030.SZ,20190430,20190331,程钢,14794102.0,1.86
7677,002030.SZ,20190430,20190331,中央汇金资产管理有限责任公司,27629019.0,3.46
7678,002030.SZ,20190430,20190331,鹏华资产-浦发银行-鹏华资产金润24号资产管理计划,9303179.0,1.17
7679,002030.SZ,20190430,20190331,鹏华资产-浦发银行-鹏华资产方圆6号资产管理计划,8405158.0,1.05
7680,002030.SZ,20190430,20190331,广州生物工程中心,119611880.0,15.0
7681,002017.SZ,20190427,20190331,蒋日荣,958081.0,0.21
7682,002017.SZ,20190427,20190331,珠海普天和平电信工业有限公司,70687596.0,15.83
7683,002017.SZ,20190427,20190331,解生礼,1405020.0,0.31
7684,002017.SZ,20190427,20190331,邵志坚,1425074.0,0.32
7685,002017.SZ,20190427,20190331,普天东方通信集团有限公司,131172253.0,29.38
7686,002017.SZ,20190427,20190331,王恒,2500000.0,0.56
7687,002017.SZ,20190427,20190331,中央汇金资产管理有限责任公司,3964500.0,0.89
7688,002017.SZ,20190427,20190331,胡涛涛,782519.0,0.18
7689,002017.SZ,20190427,20190331,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),997242.0,0.22
7690,002017.SZ,20190427,20190331,蒋爱东,1250000.0,0.28
7691,002018.SZ,20190610,20190605,中原银行股份有限公司,364867709.0,16.02
7692,002018.SZ,20190610,20190605,上海华信国际集团有限公司,985475241.0,43.26
7693,002018.SZ,20190524,20190522,上海华信国际集团有限公司,1350342950.0,59.28
7694,002018.SZ,20190425,20190423,上海华信国际集团有限公司,1361466834.0,59.77
7695,002018.SZ,20190430,20190331,安徽省科技产业投资有限公司,5000000.0,0.22
7696,002018.SZ,20190430,20190331,朱宏军,4500000.0,0.2
7697,002018.SZ,20190430,20190331,刘美芳,21085779.0,0.93
7698,002018.SZ,20190430,20190331,朱思朦,6478876.0,0.28
7699,002018.SZ,20190430,20190331,上海华信国际集团有限公司,1361793434.0,59.78
7700,002018.SZ,20190430,20190331,吴建生,5590480.0,0.25
7701,300747.SZ,20190418,20190331,中国航天三江集团有限公司,43518089.0,34.0
7702,300747.SZ,20190418,20190331,江苏新恒通投资集团有限公司,13230734.0,10.34
7703,300747.SZ,20190418,20190331,王克寒,5027679.0,3.93
7704,300747.SZ,20190418,20190331,闫长鹍,3519375.0,2.75
7705,300747.SZ,20190418,20190331,武汉华工激光工程有限责任公司,3087171.0,2.41
7706,300747.SZ,20190418,20190331,兴业银行股份有限公司-中邮战略新兴产业混合型证券投资基金,1239656.0,0.97
7707,300747.SZ,20190418,20190331,中国农业银行股份有限公司-中邮核心优选混合型证券投资基金,999818.0,0.78
7708,300747.SZ,20190418,20190331,李成,5512806.0,4.31
7709,300747.SZ,20190418,20190331,卢昆忠,5512806.0,4.31
7710,300747.SZ,20190418,20190331,闫大鹏,13574733.0,10.61
7711,000333.SZ,20190619,20190621,香港中央结算有限公司(陆股通),1125009123.0,16.23
7712,000333.SZ,20190619,20190621,美的控股有限公司,2212046613.0,31.91
7713,000333.SZ,20190430,20190331,美的控股有限公司,2212046613.0,33.48
7714,000333.SZ,20190430,20190331,中央汇金资产管理有限责任公司,78474900.0,1.19
7715,000333.SZ,20190430,20190331,加拿大年金计划投资委员会-自有资金(交易所),120379067.0,1.82
7716,000333.SZ,20190430,20190331,GIC PRIVATE LIMITED,55535104.0,0.84
7717,000333.SZ,20190430,20190331,黄健,88023300.0,1.33
7718,000333.SZ,20190430,20190331,方洪波,136990492.0,2.07
7719,000333.SZ,20190430,20190331,小米科技有限责任公司,53500000.0,0.81
7720,000333.SZ,20190430,20190331,高瓴资本管理有限公司-HCM中国基金,61831900.0,0.94
7721,002003.SZ,20190427,20190331,蔡礼永,6732588.0,0.89
7722,002003.SZ,20190427,20190331,全国社保基金一一五组合,9860000.0,1.3
7723,002003.SZ,20190427,20190331,谢瑾琨,23096969.0,3.05
7724,002003.SZ,20190427,20190331,云南国际信托有限公司-伟星股份第一期员工持股集合资金信托计划,17479725.0,2.31
7725,002003.SZ,20190427,20190331,沈利勇,5222662.0,0.69
7726,002003.SZ,20190427,20190331,侯又森,8290099.0,1.09
7727,002003.SZ,20190427,20190331,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,13000000.0,1.71
7728,002003.SZ,20190427,20190331,伟星集团有限公司,232620518.0,30.69
7729,002003.SZ,20190427,20190331,章卡鹏,51008540.0,6.73
7730,002003.SZ,20190427,20190331,张三云,33794187.0,4.46
7731,002023.SZ,20190705,20190703,李飚,130013981.0,17.18
7732,002023.SZ,20190705,20190703,李再春,44500000.0,5.88
7733,002023.SZ,20190426,20190331,陈珣,4390000.0,0.58
7734,002023.SZ,20190426,20190331,中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,13224055.0,1.75
7735,002023.SZ,20190426,20190331,中国长城资产管理股份有限公司,5686003.0,0.75
7736,002023.SZ,20190426,20190331,莫建军,7450931.0,0.98
7737,002023.SZ,20190426,20190331,香港中央结算有限公司(陆股通),4791556.0,0.63
7738,002023.SZ,20190426,20190331,中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,19554164.0,2.58
7739,002023.SZ,20190426,20190331,李飚,130013981.0,17.18
7740,002023.SZ,20190426,20190331,国华人寿保险股份有限公司-自有资金,10005000.0,1.32
7741,002019.SZ,20190426,20190331,深圳国调招商并购股权投资基金合伙企业(有限合伙),10617647.0,0.88
7742,002019.SZ,20190426,20190331,江苏一带一路投资基金(有限合伙),10617647.0,0.88
7743,002019.SZ,20190426,20190331,全国社保基金一零八组合,11653625.0,0.97
7744,002019.SZ,20190426,20190331,中国人寿保险股份有限公司-分红-个人分红-005L-FH002深,14218700.0,1.18
7745,002019.SZ,20190426,20190331,安徽中安健康投资管理有限公司-安徽省中安健康养老服务产业投资合伙企业(有限合伙),10617647.0,0.88
7746,002019.SZ,20190426,20190331,青岛海尔创业投资有限责任公司,11764705.0,0.97
7747,002019.SZ,20190426,20190331,金元顺安基金-宁波银行-华润深国投信托-华润信托·韶夏增利32号单一资金信托,21235294.0,1.76
7748,002019.SZ,20190426,20190331,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,7219976.0,0.6
7749,002019.SZ,20190426,20190331,程先锋,521196307.0,43.18
7750,002019.SZ,20190426,20190331,全国社保基金五零二组合,7153181.0,0.59
7751,002866.SZ,20190420,20190331,邹伟民,154105000.0,62.2
7752,002866.SZ,20190420,20190331,刘小珊,760000.0,0.31
7753,002866.SZ,20190420,20190331,富国基金-兴业银行-新华人寿保险股份有限公司委托富国基金管理有限公司价值均衡型组合,800000.0,0.32
